DateTimeStartAms;PBmax_EP;alfaB_EP;Eopt_EP;Ek;KdTurb;Chl_Frrf_Recalc;XScanfish;YScanfish;TURBIDScanfish;CHFLYSIScanfish;SALNTTScanfish;meetpuntnaam;Kd;chla_lims;productionMgC;slopeRecalcChlFrrf;offsetCalcKdFromTurbiditeit;slopeCalcKdFromTurbiditeit;conversionEtoC;Chl
2020-04-28 11:17:13;10.357904812168423;0.03648939773619625;1098.2731672319776;283.8606678863798;2.0028438;6.7732644;  59809; 383889;10.03;2.71;16.89;;;;489.59193864266774;0.42439;0.81469;0.11846;5;15.96
2020-04-28 11:35:56;11.43642489285951;0.036645350741904836;1433.1433529111757;312.08392500884656;2.6579276;6.3785817;  61943; 381115;15.56;3.17;16.2;;;;347.3792172491568;0.42439;0.81469;0.11846;5;15.03
2020-04-28 11:54:39;14.001024662755006;0.03357213638704111;1757.5805310621924;417.04300558481646;2.307286;6.2639964;  64523; 378470;12.6;1.53;14.94;;;;376.6463086105525;0.42439;0.81469;0.11846;5;14.76
2020-04-28 12:14:11;14.950817988402516;0.025806198788448486;1999.9999671264472;579.3498729109567;2.1260422;3.6798856899999994;  66793; 376326;11.07;0.9400000000000001;12.66;;;;193.44406003797332;0.42439;0.81469;0.11846;5;8.671
2020-04-28 12:32:54;12.808075300741217;0.027622280753002222;1999.9995129919675;463.6863775033902;2.4127154;3.24488594;  69821; 377446;13.49;0.8200000000000001;11.79;;;;154.98009487802068;0.42439;0.81469;0.11846;5;7.646
2020-04-28 12:51:37;13.314149448526729;0.02561141399473497;1640.6268285890899;519.8521819710448;4.2571376;3.23554936;  72483; 378258;29.06;0.8700000000000001;10.5;;;;84.32432999646682;0.42439;0.81469;0.11846;5;7.624
2020-04-28 13:10:20;14.7756040121489;0.02508960053100951;1999.999978180581;588.9134820575155;2.9694774;3.20117377;  73645; 375937;18.19;0.75;9.229999999999999;;;;117.4332864683419;0.42439;0.81469;0.11846;5;7.543
2020-04-28 13:29:20;8.539888860376845;0.010061582027284086;1999.9999460763684;848.7620373435458;5.4630604;1.63644784;  75838; 374083;39.24;1.03;8.49;SCHAARVODDL;3.72;3.6;13.748280014065676;0.42439;0.81469;0.11846;5;3.856
2020-04-30 05:39:17;7.560742437811852;0.0409794943791303;864.3161415259978;184.500627749627;2.3108397999999997;12.0866272;  28297; 381954;12.629999999999999;9.54;29.47;;;;1677.0722641770885;0.42439;0.81469;0.11846;5;28.48
2020-04-30 06:02:14;;;;;2.3108397999999997;18.112965199999998;  28297; 381954;12.629999999999999;9.54;29.47;VLISSGBISSVH;-999;19;;0.42439;0.81469;0.11846;5;42.68
2020-04-30 06:14:17;9.797487469760359;0.03864207035922088;940.1559618395825;253.54457922885217;2.3108397999999997;23.6088157;  28297; 381954;12.629999999999999;9.54;29.47;VLISSGBISSVH;-999;19;3679.1615609815176;0.42439;0.81469;0.11846;5;55.63
2020-04-30 06:33:00;10.156504746588343;0.0411688882470201;1273.5856987289583;246.70340101602076;4.3104446;31.362421;  31888; 382275;29.51;13.31;29.279999999999998;VLISSGBISSVH;-999;19;2621.181192359188;0.42439;0.81469;0.11846;5;73.9
2020-04-30 06:51:43;14.278899745039908;0.044678618809280944;1885.5676573109379;319.591342024069;6.2129122;25.5949609;  37124; 380420;45.57;13.370000000000001;28.93;;;;1746.4462182216698;0.42439;0.81469;0.11846;5;60.31
2020-04-30 07:10:26;15.224695024387945;0.04290228922464736;1923.096744314058;354.86905942635246;2.05852;24.6528151;  40576; 376488;10.5;7.94;26.110000000000003;TERNZBI20;4.18;28;5112.618511232338;0.42439;0.81469;0.11846;5;58.09
2020-04-30 07:29:09;15.96617729564934;0.0417400745674566;1435.644559852546;382.51434529294437;2.467207;24.444864;  45378; 374434;13.950000000000001;7.21;24.9;TERNZBI20;4.18;28;4463.9377601093365;0.42439;0.81469;0.11846;5;57.6
2020-04-30 07:47:52;15.564497696855113;0.03908782944686268;1291.3897545180332;398.1929392629493;2.437592;26.698374899999997;  45662; 374396;13.7;9.629999999999999;24.91;TERNZBI20;4.18;28;4809.595638739061;0.42439;0.81469;0.11846;5;62.91
2020-04-30 08:06:35;18.851987207208197;0.039893372344211996;1876.8773340292091;472.5593776466825;2.437592;24.5212542;  45662; 374396;13.7;9.629999999999999;24.91;;;;4569.888095786662;0.42439;0.81469;0.11846;5;57.78
2020-04-30 08:25:18;17.769887875687626;0.0401519284954414;1404.2147352529253;442.56623633171466;2.437592;22.802474699999998;  45662; 374396;13.7;9.629999999999999;24.91;;;;4373.92796837288;0.42439;0.81469;0.11846;5;53.73
2020-04-30 08:44:01;17.620944822353415;0.04262623149191865;1448.636788552486;413.3826567730742;2.437592;21.6566217;  45662; 374396;13.7;9.629999999999999;24.91;HANSWGL;2.01;20;4240.213330059772;0.42439;0.81469;0.11846;5;51.03
2020-05-11 08:47:33;11.833893365493797;0.03293929046807313;976.2384276447225;359.2637606133005;2.7740183999999997;6.068777;  59542; 384005;16.54;2.02;21.3;;;;1063.0034612399336;0.42439;0.81469;0.11846;5;14.3
2020-05-11 09:06:16;11.617100424343462;0.034515802923151526;1211.4464705246885;336.57337916225254;2.9292010000000004;5.920240499999999;  61524; 381659;17.85;1.95;19.779999999999998;;;;948.7161333902679;0.42439;0.81469;0.11846;5;13.95
2020-05-11 09:24:59;12.97134852990734;0.033273961566643216;1492.872723777491;389.8348113412193;2.6792504;5.1138995000000005;  63691; 379381;15.739999999999998;1.53;17.72;;;;903.1592234005653;0.42439;0.81469;0.11846;5;12.05
2020-05-11 09:43:42;14.923340533398356;0.0336122100665648;1780.7327259994518;443.9856975737251;2.4150846;4.6937534;  65479; 376493;13.51;1.44;17.259999999999998;;;;964.2529710821436;0.42439;0.81469;0.11846;5;11.06
2020-05-11 10:02:25;14.038173163241845;0.031373361931776235;1424.416695730401;447.4551753098352;2.2030412;4.540972999999999;  67630; 376379;11.719999999999999;1.1;15.6;;;;1000.1306194358345;0.42439;0.81469;0.11846;5;10.7
2020-05-11 10:21:08;13.28343307637445;0.03324555846497339;1719.7126547361909;399.5551192310249;2.8510174000000004;4.396680399999999;  70142; 377633;17.19;1.05;14.55;;;;720.8106113978681;0.42439;0.81469;0.11846;5;10.36
2020-05-11 10:39:51;12.59834042634201;0.030687796978352166;1411.4169412913852;410.5325786412479;2.7763875999999996;4.130163479999999;  72803; 378011;16.56;0.88;12.32;;;;674.897430290002;0.42439;0.81469;0.11846;5;9.732
