gebied;compartiment;datetime;X_RD;Y_RD;source;license;method;date_added;script;parameter;value;unit
Westerschelde;1;2020-06-23T15:11:42Z;28394;28394;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;476.03;mg C/m2/d
Westerschelde;1;2020-06-23T15:11:42Z;28394;28394;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;1;2020-06-23T15:30:25Z;31534;31534;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;811.92;mg C/m2/d
Westerschelde;1;2020-06-23T15:30:25Z;31534;31534;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-06-23T15:49:08Z;37052;37052;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;668.14;mg C/m2/d
Westerschelde;3;2020-06-23T15:49:08Z;37052;37052;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-06-23T16:07:51Z;40825;40825;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;990.69;mg C/m2/d
Westerschelde;3;2020-06-23T16:07:51Z;40825;40825;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-06-23T16:26:34Z;45840;45840;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;489.91;mg C/m2/d
Westerschelde;3;2020-06-23T16:26:34Z;45840;45840;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-06-23T16:45:18Z;45840;45840;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;475.89;mg C/m2/d
Westerschelde;3;2020-06-23T16:45:18Z;45840;45840;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-06-23T17:04:00Z;45840;45840;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;484.5;mg C/m2/d
Westerschelde;3;2020-06-23T17:04:00Z;45840;45840;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-06-23T17:22:43Z;45840;45840;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;470.87;mg C/m2/d
Westerschelde;3;2020-06-23T17:22:43Z;45840;45840;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-06-23T17:41:26Z;45840;45840;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;470.73;mg C/m2/d
Westerschelde;3;2020-06-23T17:41:26Z;45840;45840;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-06-24T09:39:13Z;59812;59812;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;825.73;mg C/m2/d
Westerschelde;5;2020-06-24T09:39:13Z;59812;59812;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
