latitude longitude stationname datetime depth parametername parameterunit value
51.6578 3.21921 "Walcheren 20 km uit de kust" 2011-04-14T18:37:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 19
51.6578 3.21921 "Walcheren 20 km uit de kust" 2011-03-10T10:02:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.2
51.6578 3.21921 "Walcheren 20 km uit de kust" 2011-02-08T19:51:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.12
51.6578 3.21921 "Walcheren 20 km uit de kust" 2011-01-11T18:07:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 0.69
51.5481 3.4095 "Walcheren 2 km uit de kust" 2011-01-11T16:44:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.9
51.5481 3.4095 "Walcheren 2 km uit de kust" 2011-02-08T18:45:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.8
51.5481 3.4095 "Walcheren 2 km uit de kust" 2011-03-10T11:18:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.9
51.5481 3.4095 "Walcheren 2 km uit de kust" 2011-04-14T17:29:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 23
51.5481 3.4095 "Walcheren 2 km uit de kust" 2011-05-11T11:30:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7
51.5481 3.4095 "Walcheren 2 km uit de kust" 2011-06-15T07:53:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.8
51.5481 3.4095 "Walcheren 2 km uit de kust" 2011-07-04T21:15:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 15
51.5481 3.4095 "Walcheren 2 km uit de kust" 2011-08-23T18:56:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 9.5
51.5481 3.4095 "Walcheren 2 km uit de kust" 2011-09-14T22:35:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.4
51.5481 3.4095 "Walcheren 2 km uit de kust" 2011-11-15T13:14:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.7
51.5481 3.4095 "Walcheren 2 km uit de kust" 2011-11-28T22:27:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.7
51.4129 3.56579 "Vlissingen boei SSVH" 2011-12-06T10:10:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.6
51.4129 3.56579 "Vlissingen boei SSVH" 2011-11-09T12:00:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.1
51.4129 3.56579 "Vlissingen boei SSVH" 2011-10-10T12:12:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.1
51.4129 3.56579 "Vlissingen boei SSVH" 2011-09-13T13:33:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.3
51.4129 3.56579 "Vlissingen boei SSVH" 2011-08-29T12:51:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8.7
51.4129 3.56579 "Vlissingen boei SSVH" 2011-08-16T14:50:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.9
51.4129 3.56579 "Vlissingen boei SSVH" 2011-08-01T14:05:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.5
51.4129 3.56579 "Vlissingen boei SSVH" 2011-07-18T15:18:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.2
51.4129 3.56579 "Vlissingen boei SSVH" 2011-07-04T15:01:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 22
51.4129 3.56579 "Vlissingen boei SSVH" 2011-06-22T05:19:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 16
51.4129 3.56579 "Vlissingen boei SSVH" 2011-06-09T06:19:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 9.2
51.4129 3.56579 "Vlissingen boei SSVH" 2011-05-25T06:57:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8.1
51.4129 3.56579 "Vlissingen boei SSVH" 2011-05-12T07:54:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8.4
51.4129 3.56579 "Vlissingen boei SSVH" 2011-04-27T09:00:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 35
51.4129 3.56579 "Vlissingen boei SSVH" 2011-04-13T08:26:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 20
51.4129 3.56579 "Vlissingen boei SSVH" 2011-03-30T10:49:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8.8
51.4129 3.56579 "Vlissingen boei SSVH" 2011-03-01T11:07:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.7
51.4129 3.56579 "Vlissingen boei SSVH" 2011-02-02T13:14:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.4
51.4129 3.56579 "Vlissingen boei SSVH" 2011-01-03T12:30:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.9
51.3474 3.8257 "Terneuzen boei 20" 2011-12-06T11:28:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.18
51.3474 3.8257 "Terneuzen boei 20" 2011-11-09T13:28:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.4
51.3474 3.8257 "Terneuzen boei 20" 2011-10-10T13:42:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.6
51.3474 3.8257 "Terneuzen boei 20" 2011-09-13T14:40:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.8
51.3474 3.8257 "Terneuzen boei 20" 2011-08-16T16:07:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.3
51.3474 3.8257 "Terneuzen boei 20" 2011-07-18T16:41:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.4
51.3474 3.8257 "Terneuzen boei 20" 2011-06-22T06:55:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4
51.3474 3.8257 "Terneuzen boei 20" 2011-05-25T08:27:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.5
51.3474 3.8257 "Terneuzen boei 20" 2011-04-27T10:30:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 18
51.3474 3.8257 "Terneuzen boei 20" 2011-03-30T12:19:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.4
51.3474 3.8257 "Terneuzen boei 20" 2011-03-01T12:36:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.6
51.3474 3.8257 "Terneuzen boei 20" 2011-02-02T14:47:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.6
51.3474 3.8257 "Terneuzen boei 20" 2011-01-03T13:55:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.1
51.437 4.01439 "Hansweert geul" 2011-01-03T15:23:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.5
51.437 4.01439 "Hansweert geul" 2011-02-02T16:21:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.6
51.437 4.01439 "Hansweert geul" 2011-03-01T13:57:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.5
51.437 4.01439 "Hansweert geul" 2011-03-30T13:42:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.1
51.437 4.01439 "Hansweert geul" 2011-04-13T10:45:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 10.6
51.437 4.01439 "Hansweert geul" 2011-04-27T11:57:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 15
51.437 4.01439 "Hansweert geul" 2011-05-12T10:28:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 14
51.437 4.01439 "Hansweert geul" 2011-05-25T09:55:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.3
51.437 4.01439 "Hansweert geul" 2011-06-09T08:51:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.6
51.437 4.01439 "Hansweert geul" 2011-06-22T08:20:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8.2
51.437 4.01439 "Hansweert geul" 2011-07-04T17:00:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7.2
51.437 4.01439 "Hansweert geul" 2011-07-18T18:06:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4
51.437 4.01439 "Hansweert geul" 2011-08-01T16:10:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6
51.437 4.01439 "Hansweert geul" 2011-08-16T17:24:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.6
51.437 4.01439 "Hansweert geul" 2011-08-29T14:54:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.6
51.437 4.01439 "Hansweert geul" 2011-09-13T15:44:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.6
51.437 4.01439 "Hansweert geul" 2011-10-10T15:09:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.5
51.437 4.01439 "Hansweert geul" 2011-11-09T14:49:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.8
51.437 4.01439 "Hansweert geul" 2011-12-06T12:50:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.14
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-01-05T10:47:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.46
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-01-20T09:59:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.4
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-01-31T20:10:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.46
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-02-14T18:19:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.1
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-02-28T18:47:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.5
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-03-14T16:06:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 16.6
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-03-28T16:47:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 32.2
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-04-12T15:30:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 20.9
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-04-26T15:50:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 138
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-05-09T13:16:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 21.4
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-05-23T13:42:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.88
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-06-06T12:39:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 11.1
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-06-20T12:40:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7.67
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-07-05T12:23:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7.4
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-07-19T12:00:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.6
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-08-02T11:36:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7.16
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-08-17T11:44:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.56
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-08-30T10:24:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.28
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-09-14T10:54:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.42
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-09-29T10:30:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.36
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-10-13T10:29:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.51
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-10-27T09:40:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.7
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-11-07T19:55:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.83
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-11-21T17:50:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-12-05T17:44:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2
51.35118367 4.2509326 "Schaar van Ouden Doel" 2011-12-19T16:00:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.4
51.6578 3.21921 "Walcheren 20 km uit de kust" 2012-06-14T10:03:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5
51.6578 3.21921 "Walcheren 20 km uit de kust" 2012-08-16T11:19:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.8
51.6578 3.21921 "Walcheren 20 km uit de kust" 2012-09-13T09:28:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.3
51.6578 3.21921 "Walcheren 20 km uit de kust" 2012-10-16T08:53:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.6
51.6578 3.21921 "Walcheren 20 km uit de kust" 2012-12-13T10:43:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.09
51.6578 3.21921 "Walcheren 20 km uit de kust" 2012-11-19T18:55:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.04
51.6578 3.21921 "Walcheren 20 km uit de kust" 2012-07-26T09:51:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.06
51.6578 3.21921 "Walcheren 20 km uit de kust" 2012-05-15T05:17:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.6
51.6578 3.21921 "Walcheren 20 km uit de kust" 2012-04-18T11:21:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2
51.6578 3.21921 "Walcheren 20 km uit de kust" 2012-03-19T20:14:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.9
51.6578 3.21921 "Walcheren 20 km uit de kust" 2012-02-14T07:14:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.5
51.6578 3.21921 "Walcheren 20 km uit de kust" 2012-01-19T11:19:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.2
51.5481 3.4095 "Walcheren 2 km uit de kust" 2012-06-14T11:17:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.3
51.5481 3.4095 "Walcheren 2 km uit de kust" 2012-08-16T12:20:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.9
51.5481 3.4095 "Walcheren 2 km uit de kust" 2012-09-13T10:42:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.1
51.5481 3.4095 "Walcheren 2 km uit de kust" 2012-10-16T10:05:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.4
51.5481 3.4095 "Walcheren 2 km uit de kust" 2012-12-13T11:44:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.04
51.5481 3.4095 "Walcheren 2 km uit de kust" 2012-01-19T13:10:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2
51.5481 3.4095 "Walcheren 2 km uit de kust" 2012-02-14T05:41:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.6
51.5481 3.4095 "Walcheren 2 km uit de kust" 2012-03-19T19:04:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 9
51.5481 3.4095 "Walcheren 2 km uit de kust" 2012-04-18T09:47:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 11.1
51.5481 3.4095 "Walcheren 2 km uit de kust" 2012-05-15T06:32:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 13
51.5481 3.4095 "Walcheren 2 km uit de kust" 2012-07-26T11:13:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 10.1
51.5481 3.4095 "Walcheren 2 km uit de kust" 2012-11-19T17:32:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.6
51.4129 3.56579 "Vlissingen boei SSVH" 2012-12-03T15:50:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.6
51.4129 3.56579 "Vlissingen boei SSVH" 2012-11-08T07:19:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.04
51.4129 3.56579 "Vlissingen boei SSVH" 2012-10-11T09:49:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2
51.4129 3.56579 "Vlissingen boei SSVH" 2012-09-13T11:14:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.1
51.4129 3.56579 "Vlissingen boei SSVH" 2012-08-28T10:13:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.8
51.4129 3.56579 "Vlissingen boei SSVH" 2012-08-14T11:05:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 12
51.4129 3.56579 "Vlissingen boei SSVH" 2012-07-30T10:26:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 10
51.4129 3.56579 "Vlissingen boei SSVH" 2012-07-16T11:33:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.2
51.4129 3.56579 "Vlissingen boei SSVH" 2012-07-02T11:32:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 15
51.4129 3.56579 "Vlissingen boei SSVH" 2012-06-19T13:04:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 7.5
51.4129 3.56579 "Vlissingen boei SSVH" 2012-06-04T12:36:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 23
51.4129 3.56579 "Vlissingen boei SSVH" 2012-05-23T14:42:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 13
51.4129 3.56579 "Vlissingen boei SSVH" 2012-05-07T13:33:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.1
51.4129 3.56579 "Vlissingen boei SSVH" 2012-04-23T14:18:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.4
51.4129 3.56579 "Vlissingen boei SSVH" 2012-04-10T15:37:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 17
51.4129 3.56579 "Vlissingen boei SSVH" 2012-03-26T15:23:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 15
51.4129 3.56579 "Vlissingen boei SSVH" 2012-02-28T16:59:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2
51.4129 3.56579 "Vlissingen boei SSVH" 2012-02-02T08:09:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.02
51.4129 3.56579 "Vlissingen boei SSVH" 2012-01-04T09:06:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.19
51.3474 3.8257 "Terneuzen boei 20" 2012-12-03T17:19:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.4
51.3474 3.8257 "Terneuzen boei 20" 2012-11-08T08:45:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 0.89
51.3474 3.8257 "Terneuzen boei 20" 2012-10-11T11:18:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.5
51.3474 3.8257 "Terneuzen boei 20" 2012-09-13T12:47:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.2
51.3474 3.8257 "Terneuzen boei 20" 2012-08-14T12:47:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.8
51.3474 3.8257 "Terneuzen boei 20" 2012-07-16T12:59:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.5
51.3474 3.8257 "Terneuzen boei 20" 2012-06-19T14:28:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.8
51.3474 3.8257 "Terneuzen boei 20" 2012-05-23T16:06:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8.9
51.3474 3.8257 "Terneuzen boei 20" 2012-04-23T15:39:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.8
51.3474 3.8257 "Terneuzen boei 20" 2012-03-26T16:47:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.6
51.3474 3.8257 "Terneuzen boei 20" 2012-02-28T18:17:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.6
51.3474 3.8257 "Terneuzen boei 20" 2012-02-02T09:42:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.4
51.3474 3.8257 "Terneuzen boei 20" 2012-01-04T10:27:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 0.75
51.437 4.01439 "Hansweert geul" 2012-01-04T11:46:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 0.51
51.437 4.01439 "Hansweert geul" 2012-02-02T11:27:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.3
51.437 4.01439 "Hansweert geul" 2012-02-28T19:35:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.7
51.437 4.01439 "Hansweert geul" 2012-03-26T17:58:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.1
51.437 4.01439 "Hansweert geul" 2012-04-10T18:05:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 12
51.437 4.01439 "Hansweert geul" 2012-04-23T17:01:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.8
51.437 4.01439 "Hansweert geul" 2012-05-07T15:28:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 13
51.437 4.01439 "Hansweert geul" 2012-05-23T17:24:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 10.4
51.437 4.01439 "Hansweert geul" 2012-06-04T14:48:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.7
51.437 4.01439 "Hansweert geul" 2012-06-19T15:47:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.3
51.437 4.01439 "Hansweert geul" 2012-07-02T13:55:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.8
51.437 4.01439 "Hansweert geul" 2012-07-16T14:17:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.3
51.437 4.01439 "Hansweert geul" 2012-07-30T13:10:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.5
51.437 4.01439 "Hansweert geul" 2012-08-14T14:21:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.8
51.437 4.01439 "Hansweert geul" 2012-08-28T12:31:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.9
51.437 4.01439 "Hansweert geul" 2012-09-13T14:24:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.9
51.437 4.01439 "Hansweert geul" 2012-10-11T12:44:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.2
51.437 4.01439 "Hansweert geul" 2012-11-08T09:59:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.4
51.437 4.01439 "Hansweert geul" 2012-12-03T18:34:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 1.4
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-01-02T15:42:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.64
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-01-17T15:40:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.95
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-01-30T14:16:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.1
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-02-13T13:34:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.35
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-02-29T13:59:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.6
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-03-12T12:42:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.32
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-03-27T12:29:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 8.7
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-04-11T13:01:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 29
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-04-25T12:03:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 93
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-05-09T11:52:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 100
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-05-24T11:58:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 160
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-06-07T11:49:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 16
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-06-20T10:21:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.9
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-07-05T10:49:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 5.5
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-07-17T21:00:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 4.2
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-08-02T09:45:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.1
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-08-15T20:37:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.2
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-08-27T17:41:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.9
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-09-10T16:21:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 2.9
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-09-24T16:07:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 6.2
51.35118367 4.2509326 "Schaar van Ouden Doel" 2012-10-08T14:16:00Z -1 "Chlorofyl a in ug/l in oppervlaktewater" ug/l 3.6
