FID,id,latitude,longitude,depth,datetime,value,standardparameterid,dataproviderid,imisdatasetid,parametername,parameterunit,dataprovider,stationname,unit,valuesign
abiotic_observations.fid--3256cea3_182c573e9e4_-1f1c,289205463,51.6578,3.21921,-1,2015-12-09T11:39:00Z,0.0232,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f1b,289205464,51.6578,3.21921,-1,2016-01-13T17:22:00Z,0.005,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,<
abiotic_observations.fid--3256cea3_182c573e9e4_-1f1a,289205465,51.6578,3.21921,-1,2016-02-17T10:47:00Z,0.005,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,<
abiotic_observations.fid--3256cea3_182c573e9e4_-1f19,289205466,51.6578,3.21921,-1,2016-03-16T13:00:00Z,0.008,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f18,289205467,51.6578,3.21921,-1,2016-05-19T17:05:00Z,0.005,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,<
abiotic_observations.fid--3256cea3_182c573e9e4_-1f17,289205468,51.6578,3.21921,-1,2016-06-16T10:05:00Z,0.0151,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f16,289205469,51.6578,3.21921,-1,2016-07-14T06:54:00Z,0.0535,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f15,289205470,51.6578,3.21921,-1,2016-08-18T12:33:00Z,0.0183,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f14,289205471,51.6578,3.21921,-1,2016-10-12T10:31:00Z,0.0074,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f13,289205472,51.6578,3.21921,-1,2016-11-16T17:18:00Z,0.0404,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f12,289205473,51.6578,3.21921,-1,2017-01-18T19:38:00Z,0.0528,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f11,289205474,51.6578,3.21921,-1,2017-02-15T18:15:00Z,0.0404,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f10,289205475,51.6578,3.21921,-1,2017-04-13T08:29:00Z,0.01,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f0f,289205476,51.6578,3.21921,-1,2017-05-18T08:04:00Z,0.0343,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f0e,289205477,51.6578,3.21921,-1,2017-06-14T21:03:00Z,0.0103,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f0d,289205478,51.6578,3.21921,-1,2017-08-17T13:19:00Z,0.005,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,<
abiotic_observations.fid--3256cea3_182c573e9e4_-1f0c,289205479,51.6578,3.21921,-1,2017-10-18T13:16:00Z,0.0347,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f0b,289205480,51.6578,3.21921,-1,2017-11-16T12:40:00Z,0.0277,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f0a,289205481,51.6578,3.21921,-1,2017-12-12T10:06:00Z,0.0082,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f09,289205482,51.6578,3.21921,-1,2018-01-23T10:55:00Z,0.0386,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f08,289205483,51.6578,3.21921,-1,2018-02-13T18:26:00Z,0.0186,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f07,289205484,51.6578,3.21921,-1,2018-03-15T07:02:00Z,0.0171,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f06,289205485,51.6578,3.21921,-1,2018-04-18T23:25:00Z,0.005,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,<
abiotic_observations.fid--3256cea3_182c573e9e4_-1f05,289205486,51.6578,3.21921,-1,2018-05-16T10:59:00Z,0.0108,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f04,289205487,51.6578,3.21921,-1,2018-07-18T17:13:00Z,0.0212,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f03,289205488,51.6578,3.21921,-1,2018-09-12T10:45:00Z,0.005,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,<
abiotic_observations.fid--3256cea3_182c573e9e4_-1f02,289205489,51.6578,3.21921,-1,2018-10-17T10:45:00Z,0.005,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,<
abiotic_observations.fid--3256cea3_182c573e9e4_-1f01,289205490,51.6578,3.21921,-1,2018-11-12T22:21:00Z,0.0368,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1f00,289205491,51.6578,3.21921,-1,2018-12-11T01:21:00Z,0.0814,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1eff,289205492,51.6578,3.21921,-1,2019-01-29T16:06:00Z,0.0755,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1efe,289205493,51.6578,3.21921,-1,2019-02-12T17:00:00Z,0.0692,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1efd,289205494,51.6578,3.21921,-1,2019-04-17T23:47:00Z,0.0087,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1efc,289205495,51.6578,3.21921,-1,2019-05-16T11:11:00Z,0.005,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,<
abiotic_observations.fid--3256cea3_182c573e9e4_-1efb,289205496,51.6578,3.21921,-1,2019-06-14T05:07:00Z,0.0308,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1efa,289205497,51.6578,3.21921,-1,2019-08-15T16:54:00Z,0.0064,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ef9,289205498,51.6578,3.21921,-1,2019-09-11T18:05:00Z,0.005,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ef8,289205499,51.6578,3.21921,-1,2019-10-16T17:03:00Z,0.024,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ef7,289205500,51.6578,3.21921,-1,2019-10-30T14:14:00Z,0.0166,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ef6,289205501,51.6578,3.21921,-1,2019-11-11T22:31:00Z,0.0973,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Walcheren 20 km uit de kust,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ef5,289233972,51.42575228,3.92080694,-1,1991-07-15T10:56:00Z,0.146,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ef4,289233973,51.42575228,3.92080694,-1,1991-08-12T10:24:00Z,0.053,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ef3,289233974,51.42575228,3.92080694,-1,1991-09-09T09:26:00Z,0.072,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ef2,289233975,51.42575228,3.92080694,-1,1991-09-30T09:47:00Z,0.092,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ef1,289233976,51.42575228,3.92080694,-1,1991-10-28T08:29:00Z,0.061,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ef0,289233977,51.42575228,3.92080694,-1,1991-11-25T07:45:00Z,0.335,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1eef,289233978,51.42575228,3.92080694,-1,1991-12-09T07:25:00Z,0.024,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1eee,289233979,51.42575228,3.92080694,-1,1992-01-13T13:17:00Z,0.14,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1eed,289233980,51.42575228,3.92080694,-1,1992-02-10T13:15:00Z,0.129,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1eec,289233981,51.42575228,3.92080694,-1,1992-03-09T10:43:00Z,0.261,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1eeb,289233982,51.42575228,3.92080694,-1,1992-04-06T11:15:00Z,0.14,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1eea,289233983,51.42575228,3.92080694,-1,1992-05-06T10:51:00Z,0.039,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ee9,289233984,51.42575228,3.92080694,-1,1992-06-09T14:40:00Z,0.139,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ee8,289233985,51.42575228,3.92080694,-1,1992-07-06T12:37:00Z,0.06,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ee7,289233986,51.42575228,3.92080694,-1,1992-08-03T11:16:00Z,0.037,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ee6,289233987,51.42575228,3.92080694,-1,1992-08-31T10:40:00Z,0.099,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ee5,289233988,51.42575228,3.92080694,-1,1992-10-05T12:52:00Z,0.05,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ee4,289233989,51.42575228,3.92080694,-1,1992-11-02T12:44:00Z,0.063,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ee3,289233990,51.42575228,3.92080694,-1,1992-11-30T10:36:00Z,0.03,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ee2,289233991,51.42575228,3.92080694,-1,1992-12-21T15:49:00Z,0.044,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ee1,289233992,51.42575228,3.92080694,-1,1993-01-11T10:34:00Z,0.077,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ee0,289233993,51.42575228,3.92080694,-1,1993-02-08T08:46:00Z,0.004,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1edf,289233994,51.42575228,3.92080694,-1,1993-03-01T12:13:00Z,0.036,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ede,289233995,51.42575228,3.92080694,-1,1993-03-29T12:00:00Z,0.04,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1edd,289233996,51.42575228,3.92080694,-1,1993-04-26T10:18:00Z,0.018,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1edc,289233997,51.42575228,3.92080694,-1,1993-05-24T10:32:00Z,0.033,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1edb,289233998,51.42575228,3.92080694,-1,1993-06-21T10:32:00Z,0.19,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1eda,289233999,51.42575228,3.92080694,-1,1993-07-12T13:27:00Z,0.125,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ed9,289234000,51.42575228,3.92080694,-1,1993-08-09T12:19:00Z,0.059,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ed8,289234001,51.42575228,3.92080694,-1,1993-09-06T10:47:00Z,0.067,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ed7,289234002,51.42575228,3.92080694,-1,1993-10-04T10:15:00Z,0.076,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ed6,289234003,51.42575228,3.92080694,-1,1993-11-08T13:31:00Z,0.065,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ed5,289234004,51.42575228,3.92080694,-1,1993-12-06T09:52:00Z,0.119,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ed4,289234005,51.42575228,3.92080694,-1,1994-01-04T12:09:00Z,0.725,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ed3,289234006,51.42575228,3.92080694,-1,1994-02-01T11:05:00Z,0.248,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ed2,289234007,51.42575228,3.92080694,-1,1994-02-28T09:33:00Z,0.316,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ed1,289234008,51.42575228,3.92080694,-1,1994-03-29T10:23:00Z,0.175,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ed0,289234009,51.42575228,3.92080694,-1,1994-05-02T13:25:00Z,0.053,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ecf,289234010,51.42575228,3.92080694,-1,1994-05-30T10:46:00Z,0.049,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ece,289234011,51.42575228,3.92080694,-1,1994-06-27T11:04:00Z,0.074,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ecd,289234012,51.42575228,3.92080694,-1,1994-07-26T11:21:00Z,0.02,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ecc,289234013,51.42575228,3.92080694,-1,1994-08-30T14:48:00Z,0.056,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ecb,289234014,51.42575228,3.92080694,-1,1994-09-26T12:41:00Z,0.097,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1eca,289234015,51.42575228,3.92080694,-1,1994-10-25T10:10:00Z,0.061,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ec9,289234016,51.42575228,3.92080694,-1,1994-11-22T09:30:00Z,0.072,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ec8,289234017,51.42575228,3.92080694,-1,1994-12-20T08:40:00Z,0.061,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ec7,289234018,51.42575228,3.92080694,-1,1995-01-23T11:45:00Z,0.31,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ec6,289234019,51.42575228,3.92080694,-1,1995-02-20T11:38:00Z,0.255,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ec5,289234020,51.42575228,3.92080694,-1,1995-03-20T09:55:00Z,0.047,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ec4,289234021,51.42575228,3.92080694,-1,1995-04-18T10:21:00Z,0.05,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ec3,289234022,51.42575228,3.92080694,-1,1995-05-22T14:46:00Z,0.012,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ec2,289234023,51.42575228,3.92080694,-1,1995-06-19T12:48:00Z,0.09,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ec1,289234024,51.42575228,3.92080694,-1,1995-07-17T12:08:00Z,0.096,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ec0,289234025,51.42575228,3.92080694,-1,1995-08-14T10:40:00Z,0.033,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ebf,289234026,51.42575228,3.92080694,-1,1995-09-05T15:57:00Z,0.085,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ebe,289234027,51.42575228,3.92080694,-1,1995-10-02T11:28:00Z,0.039,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ebd,289234028,51.42575228,3.92080694,-1,1995-10-30T12:39:00Z,0.031,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ebc,289234029,51.42575228,3.92080694,-1,1995-11-27T09:49:00Z,0.057,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1ebb,289234030,51.42575228,3.92080694,-1,1995-12-18T15:37:00Z,0.06,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
abiotic_observations.fid--3256cea3_182c573e9e4_-1eba,289234031,51.42575228,3.92080694,-1,1996-02-12T12:09:00Z,0.548,26,8,135,Ammonium in mgN/L in Oppervlaktewater,mgN/L,RWS - Rijkswaterstaat,Hoedekenskerke boei 4,mgN/L,=
