datetime,X_RD,Y_RD,latitude,longitude
2018-03-05T16:52:25Z,46218,374167,3.8259681750145136,51.34713365148243
2018-03-05T16:52:55Z,46311,374088,3.8273270605609593,51.34644155874698
2018-03-05T16:53:25Z,46440,374042,3.8291924044636074,51.34605293729035
2018-03-05T16:53:55Z,46579,374029,3.8311911167180157,51.345962777603205
2018-03-05T16:54:25Z,46738,374023,3.833474691993521,51.345939323314205
2018-03-05T16:54:55Z,46879,374020,3.8354990390758243,51.34593934363996
2018-03-05T16:55:25Z,47028,374016,3.8376384961714236,51.34593186949569
2018-03-05T16:55:55Z,47165,374012,3.8396057458561548,51.34592206743864
2018-03-05T16:56:25Z,47310,374009,3.8416874957094183,51.34592274311703
2018-03-05T16:56:55Z,47471,374004,3.843999463269206,51.345908450545174
2018-03-05T16:57:25Z,47623,374001,3.8461816677604586,51.34591037717429
2018-03-05T16:57:55Z,47763,373997,3.8481919680878507,51.34590099984882
2018-03-05T16:58:25Z,47924,373997,3.850502421801416,51.34593151396098
2018-03-05T16:58:55Z,48075,374006,3.8526666544383388,51.34604097564693
2018-03-05T16:59:25Z,48221,374019,3.854757937821534,51.34618540156797
2018-03-05T16:59:55Z,48372,374037,3.85691948312532,51.34637566890241
2018-03-05T17:00:25Z,48519,374065,3.859020635824815,51.34665501473594
2018-03-05T17:00:55Z,48669,374102,3.8611621647687437,51.347015771751174
2018-03-05T17:01:25Z,48798,374136,3.8630032530915,51.34734558349848
2018-03-05T17:01:55Z,48935,374177,3.8649570814400205,51.34773977761799
2018-03-05T17:02:25Z,49071,374223,3.8668950963450315,51.34817868779361
2018-03-05T17:02:55Z,49212,374274,3.8689034126955875,51.34866343760483
2018-03-05T17:03:25Z,49344,374322,3.870783501344397,51.34911950931704
2018-03-05T17:03:55Z,49477,374374,3.8726767873947816,51.349611686416495
2018-03-05T17:04:25Z,49618,374435,3.874682252053995,51.350186209404676
2018-03-05T17:04:55Z,49747,374499,3.876514647680943,51.350785425658145
2018-03-05T17:05:25Z,49885,374566,3.878475373399075,51.35141324861638
2018-03-05T17:05:55Z,50021,374634,3.8804071512127623,51.35204965461161
2018-03-05T17:06:25Z,50153,374711,3.882278905332438,51.35276617222768
2018-03-05T17:06:55Z,50280,374787,3.884079248199598,51.35347274643613
2018-03-05T17:07:25Z,50418,374875,3.8860339888357487,51.354289175637916
2018-03-05T17:07:55Z,50543,374956,3.8878042670127813,51.35504025903592
2018-03-05T17:08:25Z,50673,375040,3.889645488988051,51.35581920050425
2018-03-05T17:08:55Z,50803,375126,3.891486185047258,51.35661608767857
2018-03-05T17:09:25Z,50933,375213,3.8933266514093448,51.35742193329399
2018-03-05T17:09:55Z,51065,375306,3.8951941300398296,51.35828204167706
2018-03-05T17:10:25Z,51191,375396,3.89697642896765,51.35911405640736
2018-03-05T17:10:55Z,51313,375484,3.898701957791909,51.35992733561725
2018-03-05T17:11:25Z,51437,375568,3.9004574301779797,51.36070500671318
2018-03-05T17:11:55Z,51573,375657,3.902383770624821,51.361529784497606
2018-03-05T17:12:25Z,51710,375743,3.9043254128176623,51.36232775145973
2018-03-05T17:12:55Z,51844,375823,3.906225803557812,51.36307121465657
2018-03-05T17:13:25Z,51975,375900,3.9080840603297777,51.36378713810737
2018-03-05T17:13:55Z,52111,375982,3.910012705291646,51.364548879286176
