...1,date,campaign,box_RWS,flag,Chl,F_bc,Fm_bc,Fq_bc,FqFm_bc,a_LHII,JVPII_bc,alpha,eopt,ps,Fluo,Turb,SensH,Temp,pH,Oxy,Oxy_sat,Sal,datetime,X,Y
8,03/05/2016 11:22,6,1,A,26.39,3.898,8.33,4.432,0.532052821,0.086450815,0,0.18143987,593.1355912,30.54263109,5.002631579,23.53368421,-105.1578947,10.19263158,8.498421053,10.2,108.1578947,28.75578947,2016-05-03T11:22:00Z,30459,382089
9,03/05/2016 11:37,6,1,A,30.77,4.629,9.74,5.111,0.524743326,0.104093177,0,0.23019515,578.1772651,39.58391205,4.35,21.11263158,-105.3157895,10.20157895,8.508421053,10.22105263,108.5263158,28.68631579,2016-05-03T11:37:00Z,34898,382053
10,03/05/2016 11:53,6,3,A,29.87,4.478,9.65,5.172,0.535958549,0.09859046,0,0.213816758,1499.992131,43.16149747,2.929473684,15.97368421,-102.9473684,10.45578947,8.500526316,10.42631579,109.6315789,26.95631579,2016-05-03T11:53:00Z,37967,379296
11,03/05/2016 12:08,6,3,A,22.35,3.225,6.984,3.759,0.538230241,0.070703943,0,0.145767737,562.034673,29.72016941,2.450526316,8.576842105,-108.7368421,10.61315789,8.505789474,10.70526316,112.5789474,25.87105263,2016-05-03T12:08:00Z,40609,376221
12,03/05/2016 12:23,6,3,A,20.08,2.847,5.867,3.02,0.51474348,0.065264741,0,0.132998045,855.7885439,32.1170584,2.593157895,11.73,-107.8421053,10.64631579,8.471052632,10.57894737,109.6315789,23.61368421,2016-05-03T12:23:00Z,44345,374561
13,03/05/2016 12:38,6,3,A,17.94,2.489,5.428,2.939,0.541451732,0.054243432,0,0.131139216,771.0165679,23.44742078,3.0635,13.614,-99.5,10.5525,8.4455,10.415,107.4,23.419,2016-05-03T12:38:00Z,47819,373635
14,03/05/2016 12:53,6,3,A,20.49,2.914,6.407,3.493,0.545184954,0.063070706,0,0.129078241,753.0916592,30.04615535,3.2335,15.816,-100.4,10.567,8.4355,10.395,107,22.9145,2016-05-03T12:53:00Z,51211,375196
15,03/05/2016 13:08,6,4,A,19.87,2.811,6.107,3.296,0.539708531,0.061458728,0,0.130754248,838.9947172,31.06998337,2.871052632,13.50526316,-102.5789474,10.60368421,8.436315789,10.47894737,107.6842105,22.59368421,2016-05-03T13:08:00Z,54352,377479
16,03/05/2016 13:23,6,4,A,17.33,2.389,5.313,2.924,0.550348203,0.05122248,0,0.12797584,1086.018069,25.37869337,2.798421053,12.67157895,-106.5789474,10.66473684,8.426315789,10.5,107.7368421,21.61842105,2016-05-03T13:23:00Z,55866,380717
17,03/05/2016 13:38,6,4,A,17.08,2.346,5.313,2.967,0.558441558,0.049571526,0,0.098370622,783.3705352,23.95407797,2.2745,10.662,-109.3,10.833,8.416,10.62,107.75,19.6705,2016-05-03T13:38:00Z,57606,383503
20,03/05/2016 16:28,6,5,A,14.35,1.891,4.343,2.452,0.564586691,0.039522363,0,0.072083644,723.8004498,25.35973064,1.379473684,130.4026316,-107.0526316,11.25526316,8.346842105,10.34210526,102.9473684,15.54789474,2016-05-03T16:28:00Z,60770,382550
21,03/05/2016 16:43,6,5,A,10.55,1.259,2.841,1.582,0.556846181,0.026679181,0,0.060692203,926.3758193,16.37507101,1.222631579,1035.800526,-109.1052632,11.35947368,8.300526316,10.2,101,14.40631579,2016-05-03T16:43:00Z,62802,380129
22,03/05/2016 16:59,6,5,R,9.037,1.006,2.259,1.253,0.554670208,0.021401546,0,0.044301937,839.2669174,13.47214735,1.097894737,162.8852632,-103.3684211,11.24473684,8.274736842,10.03684211,98.47368421,13.24263158,2016-05-03T16:59:00Z,64936,377627
23,03/05/2016 17:14,6,5,A,8.174,0.862,1.949,1.087,0.557721909,0.018237763,0,0.038679521,990.0197663,10.90265655,0.731052632,319.3347368,-104.6842105,11.31368421,8.252631579,10.00368421,97.94736842,12.53210526,2016-05-03T17:14:00Z,67310,376348
24,03/05/2016 17:28,6,6,A,6.09,0.515,1.088,0.573,0.526654412,0.011538876,0,0.022663134,810.3727702,6.638214098,0.8,17.49263158,-102.4210526,11.47421053,8.224210526,9.907894737,96,11.07842105,2016-05-03T17:28:00Z,69994,377509
25,03/05/2016 17:42,6,6,R,5.762,0.46,1.027,0.567,0.552093476,0.009831668,0,0.017090704,758.1055431,5.623266663,0.836842105,30.86842105,-106.9473684,11.53947368,8.190526316,9.677894737,92.94736842,9.362105263,2016-05-03T17:42:00Z,72469,378381
26,03/05/2016 17:57,6,7,R,5.357,0.393,0.929,0.536,0.576964478,0.008037583,0,0.015973293,952.9401613,5.545494769,0.826842105,32.32263158,-109.1578947,11.59894737,8.143157895,9.469473684,90.10526316,8.161052632,2016-05-03T17:57:00Z,73670,375885
27,03/05/2016 18:09,6,9,A,5.126,0.354,0.794,0.44,0.554156171,0.007537947,0,0.014664618,831.9459219,4.910112987,0.817857143,33.3,-110.6428571,11.69571429,8.127142857,9.397142857,89.71428571,7.711428571,2016-05-03T18:09:00Z,75391,374070
48,31/05/2016 14:46,7,5,R,7.197,0.699,1.474,0.775,0.52578019,0.015687544,0,0.031296805,1499.997442,13.78787825,1.573684211,39.77157895,-100.9473684,16.20210526,8.22,9.384736842,106,16.83315789,2016-05-31T14:46:00Z,59808,383409
49,31/05/2016 15:02,7,5,A,6.952,0.659,1.646,0.987,0.59963548,0.012968212,0,0.027658181,822.7970477,8.992294965,1.838947368,16.99473684,-102.4736842,16.28,8.238421053,9.210526316,103.2631579,15.56263158,2016-05-31T15:02:00Z,61644,381244
50,31/05/2016 15:14,7,5,R,7.723,0.787,2.05,1.263,0.616097561,0.015073262,0,0.031746814,711.7266999,10.12703906,1.761578947,16.44105263,-101.3684211,16.33,8.248421053,9.211052632,103.4736842,15.31736842,2016-05-31T15:14:00Z,63310,379623
51,31/05/2016 15:22,7,5,R,7.635,0.773,1.994,1.221,0.612337011,0.014896046,0,0.032981521,1499.995895,14.0274777,1.768421053,19.65473684,-100.2631579,16.39842105,8.235263158,9.085789474,101.4210526,14.59210526,2016-05-31T15:22:00Z,64399,378602
52,31/05/2016 15:37,7,5,A,7.479,0.747,1.939,1.192,0.614749871,0.014338515,0,0.034175936,1099.192426,11.55762524,1.464736842,16.32578947,-102.7894737,16.58421053,8.200526316,8.817894737,98.05263158,12.97684211,2016-05-31T15:37:00Z,66075,376336
53,31/05/2016 15:51,7,5,A,7.003,0.667,1.759,1.092,0.620807277,0.012678009,0,0.023221519,722.7840664,9.709890725,1.257368421,817.6042105,-100.2105263,16.74578947,8.173157895,8.681052632,96.26315789,12.15526316,2016-05-31T15:51:00Z,68298,376596
54,31/05/2016 16:05,7,6,A,6.246,0.541,1.395,0.854,0.61218638,0.01042787,0,0.022310538,1088.023147,8.877705123,1.394210526,520.4142105,-96.78947368,16.80105263,8.155263158,8.506315789,94.26315789,11.61842105,2016-05-31T16:05:00Z,70649,377974
55,31/05/2016 16:19,7,7,A,6.583,0.597,1.551,0.954,0.615087041,0.011453013,0,0.021594877,799.3889014,9.456328765,1.091578947,23.91105263,-104.2105263,17.11789474,8.072631579,8.051052632,88.73684211,9.523684211,2016-05-31T16:19:00Z,72809,378051
56,31/05/2016 16:34,7,7,A,5.759,0.46,1.194,0.734,0.614740369,0.008829744,0,0.016752422,732.2020457,6.672894524,1.036315789,21.62157895,-105.3157895,17.20315789,8.025263158,7.818947368,85.89473684,8.821052632,2016-05-31T16:34:00Z,73638,375791
57,31/05/2016 16:50,7,9,A,5.281,0.38,1.017,0.637,0.626352016,0.007158914,0,0.015490677,867.3687101,5.238340664,1.258571429,49.82357143,-117,17.35285714,7.999285714,7.646428571,84.07142857,8.364285714,2016-05-31T16:50:00Z,75692,373852
58,13/06/2016 08:52,8,1,R,5.737,0.456,1.069,0.613,0.573433115,0.009383483,0,0.021942754,558.0892395,3.558660814,1.939473684,32.30894737,-106.9473684,16.60105263,8.184210526,7.548947368,92.42105263,27.90578947,2016-06-13T08:52:00Z,33494,382042
59,13/06/2016 09:05,8,3,R,7.508,0.751,1.881,1.13,0.600744285,0.014751368,0,0.031048466,359.3976506,4.800981454,1.726842105,1188.593158,-106.4736842,16.69578947,8.18,7.461578947,91.42105263,27.16684211,2016-06-13T09:05:00Z,36829,380700
60,13/06/2016 09:20,8,3,A,7.913,0.819,2.013,1.194,0.59314456,0.016293161,0,0.035767217,967.5995102,9.037729466,0.816842105,1191.557368,-109.7894737,17.02736842,8.156315789,7.34,89.47368421,25.24105263,2016-06-13T09:20:00Z,39128,377729
61,13/06/2016 09:35,8,3,A,5.401,0.4,1.044,0.644,0.616858238,0.007651677,0,0.018079932,1499.999595,4.97008275,0.702631579,6.608947368,-110.1052632,17.22684211,8.144736842,7.295263158,88.47368421,23.64315789,2016-06-13T09:35:00Z,42186,375300
62,13/06/2016 09:49,8,3,R,5.041,0.34,0.866,0.526,0.6073903,0.006605308,0,0.017204664,1499.835256,3.472450279,0.725555556,1063.45,-114.8888889,17.39277778,8.131111111,7.208333333,87,22.45444444,2016-06-13T09:49:00Z,45772,374245
65,13/06/2016 10:27,8,3,A,5.267,0.378,1.009,0.631,0.625371655,0.007132399,0,0.016749114,1499.999749,5.362879723,0.718947368,9.34,-87.57894737,17.46684211,8.130526316,7.177894737,86.63157895,22.24894737,2016-06-13T10:27:00Z,48921,373992
66,13/06/2016 10:42,8,3,A,4.988,0.331,0.912,0.581,0.637061404,0.006130963,0,0.01242697,991.6776828,4.804476289,0.681052632,10.05473684,-89.10526316,17.57789474,8.132105263,7.232631579,87,21.27421053,2016-06-13T10:42:00Z,52129,375853
67,13/06/2016 10:53,8,4,R,4.828,0.305,0.837,0.532,0.635603345,0.005662336,0,0.012702015,567.1184927,2.849543774,0.687894737,7.553157895,-86.57894737,17.65736842,8.13,7.293157895,87.68421053,20.88052632,2016-06-13T10:53:00Z,54187,377376
68,13/06/2016 11:08,8,4,A,4.952,0.325,0.89,0.565,0.634831461,0.006040973,0,0.013230061,1277.612713,5.650437857,0.804736842,13.37368421,-88.57894737,17.77578947,8.134210526,7.385263158,88.26315789,19.76526316,2016-06-13T11:08:00Z,55752,380371
69,13/06/2016 11:25,8,4,A,5.373,0.395,1.061,0.666,0.627709708,0.007425407,0,0.018419565,1271.373586,6.010660778,1.019473684,16.73947368,-89.36842105,18.01052632,8.131578947,7.504736842,88.89473684,17.53,2016-06-13T11:25:00Z,57500,383456
70,14/06/2016 13:41,8,5,A,6.55,0.592,1.143,0.551,0.482064742,0.014491,0,0.026340096,843.9333928,10.9024854,0.957368421,8.658947368,-108.5263158,18.28842105,8.041052632,7.740526316,91.73684211,15.79052632,2016-06-14T13:41:00Z,60834,382595
71,14/06/2016 13:54,8,5,A,5.754,0.459,1.094,0.635,0.580438757,0.009331217,0,0.018450237,1030.212743,7.397271479,1.009473684,46.22526316,-111.2105263,18.46105263,8.038421053,7.663157895,89.89473684,13.57210526,2016-06-14T13:54:00Z,62242,380849
72,14/06/2016 14:07,8,5,A,5.875,0.479,1.165,0.686,0.588841202,0.009598853,0,0.017178764,790.2188741,7.384900382,1.052631579,27.23789474,-111.8947368,18.55894737,8.02,7.557894737,88,12.62947368,2016-06-14T14:07:00Z,63783,379274
73,14/06/2016 14:20,8,5,R,5.922,0.487,1.187,0.7,0.589721988,0.009744592,0,0.016187456,1384.816278,10.95247847,1.126315789,23.82842105,-111,18.55631579,8.019473684,7.487894737,87.63157895,12.72473684,2016-06-14T14:20:00Z,65083,377327
74,14/06/2016 14:34,8,5,A,6.096,0.516,1.283,0.767,0.597817615,0.010185046,0,0.018146207,858.0032063,8.518790672,0.888421053,26.33,-112.2631579,18.67368421,7.995263158,7.370526316,85.63157895,11.34631579,2016-06-14T14:34:00Z,67188,376373
75,14/06/2016 14:48,8,6,A,4.962,0.327,0.839,0.512,0.610250298,0.006322979,0,0.013149046,1499.999969,6.97245893,0.865263158,38.84315789,-110.9473684,18.78,7.982631579,7.3,84.57894737,10.49894737,2016-06-14T14:48:00Z,69730,377381
76,14/06/2016 15:02,8,6,A,5.13,0.355,0.872,0.517,0.592889908,0.007065393,0,0.014612157,1499.999979,8.252029829,0.871052632,15.07368421,-117.6842105,18.88789474,7.936315789,6.992631579,80.26315789,8.87,2016-06-14T15:02:00Z,72256,378513
77,14/06/2016 15:16,8,7,A,5.032,0.339,0.824,0.485,0.588592233,0.006796216,0,0.010179176,1026.148398,7.795171596,0.857894737,13.21368421,-116.4210526,19.25157895,7.880526316,6.726315789,77.10526316,7.125789474,2016-06-14T15:16:00Z,73407,376615
78,14/06/2016 15:30,8,7,A,4.951,0.325,0.778,0.453,0.582262211,0.00658638,0,0.011796827,1499.999958,8.625739859,0.857368421,15.93789474,-117.0526316,19.34684211,7.851052632,6.524210526,74.52631579,6.443684211,2016-06-14T15:30:00Z,74771,374472
79,27/06/2016 12:45,9,5,R,5.547,0.424,0.659,0.235,0.35660091,0.01403025,0,0.014966521,324.8168589,4.361571824,1.050526316,15.23684211,-106.9473684,18.75578947,7.825263158,7.781578947,89.21052632,11.92,2016-06-27T12:45:00Z,59673,383960
80,27/06/2016 13:00,9,5,R,5.914,0.486,0.977,0.491,0.502558854,0.011411201,0,0.014261518,1499.999896,12.96683771,1.061578947,33.94,-115.7894737,18.85842105,7.909473684,7.654210526,87.26315789,11.01315789,2016-06-27T13:00:00Z,61284,381920
81,27/06/2016 13:14,9,5,A,4.345,0.224,0.452,0.228,0.504424779,0.005240028,0,0.010281383,832.0559719,2.700906972,1.097894737,51.21789474,-102.5789474,19.00421053,7.928947368,7.561578947,86.52631579,11.05368421,2016-06-27T13:14:00Z,63162,379815
82,27/06/2016 13:29,9,5,A,4.443,0.24,0.481,0.241,0.501039501,0.005652249,0,0.009810914,839.7406829,3.133654766,1.110526316,21.28947368,-107.4736842,19.18210526,7.918947368,7.376842105,83.63157895,8.897894737,2016-06-27T13:29:00Z,65010,377569
83,27/06/2016 13:42,9,5,R,4.441,0.24,0.469,0.229,0.488272921,0.005800035,0,0.013244067,1499.968268,2.687563552,0.978947368,15.35631579,-109.9473684,19.35526316,7.876842105,7.033684211,79.42105263,7.316842105,2016-06-27T13:42:00Z,66662,376279
84,27/06/2016 13:53,9,5,R,4.83,0.305,0.569,0.264,0.46397188,0.007756936,0,0.014158656,1499.999629,4.676001936,0.958947368,16.47684211,-109.4210526,19.39526316,7.853157895,6.925789474,78,6.985263158,2016-06-27T13:53:00Z,68446,376646
85,27/06/2016 14:05,9,6,R,4.566,0.261,0.5,0.239,0.478,0.006443096,0,0.011118721,584.937823,2.732125067,1.1,293.8973684,-108.8421053,19.51210526,7.848947368,6.774210526,76.31578947,6.34,2016-06-27T14:05:00Z,70511,377838
86,27/06/2016 14:16,9,6,R,4.83,0.305,0.582,0.277,0.475945017,0.007561798,0,0.012173367,563.3097798,3.142248322,1.176315789,334.43,-109.2631579,19.62842105,7.798421053,6.294736842,70.47368421,5.208947368,2016-06-27T14:16:00Z,72328,378465
87,27/06/2016 14:32,9,7,A,4.949,0.325,0.612,0.287,0.468954248,0.00817777,0,0.013661402,800.1400253,4.086430089,1.112105263,184.0373684,-113.9473684,19.69052632,7.742105263,5.879473684,65.52631579,4.226315789,2016-06-27T14:32:00Z,73581,376184
88,27/06/2016 14:47,9,9,A,5.08,0.347,0.617,0.27,0.437601297,0.009356919,0,0.015439143,1499.999764,5.443937339,1.269230769,46.46153846,-113.3846154,19.76230769,7.699230769,5.522307692,61.46153846,3.766923077,2016-06-27T14:47:00Z,75327,374168
89,29/06/2016 09:14,9,1,A,6.409,0.568,0.907,0.339,0.373759647,0.01793238,0,0.020647191,1028.980443,6.562823716,0.945789474,28.17736842,-85.73684211,18.03368421,8.109473684,7.255789474,90.05263158,27.06473684,2016-06-29T09:14:00Z,31413,382030
90,29/06/2016 09:29,9,1,A,5.381,0.397,0.725,0.328,0.452413793,0.01035468,0,0.018135745,496.4781409,3.317165747,1.005263158,35.76210526,-89.73684211,18.06368421,8.12,7.258421053,90,26.92473684,2016-06-29T09:29:00Z,35874,381604
91,29/06/2016 09:41,9,3,A,5.191,0.365,0.702,0.337,0.48005698,0.008971852,0,0.012025434,328.6095192,2.930172133,0.905263158,829.9894737,-96.15789474,18.1,8.094736842,7.348947368,90.10526316,24.65210526,2016-06-29T09:41:00Z,37936,379268
92,29/06/2016 09:54,9,3,A,5.211,0.368,0.748,0.38,0.50802139,0.008547672,0,0.016535633,652.7217046,3.651850399,0.747894737,636.3505263,-94.10526316,18.18157895,8.096315789,7.448421053,91,23.78842105,2016-06-29T09:54:00Z,40084,376867
93,29/06/2016 10:06,9,3,R,5.231,0.372,0.789,0.417,0.52851711,0.008305502,0,0.014577252,426.7177979,3.097488882,0.8,12.02631579,-95.52631579,18.34947368,8.081052632,7.450526316,90.47368421,22.19578947,2016-06-29T10:06:00Z,42671,375186
94,29/06/2016 10:20,9,3,A,5.155,0.359,0.756,0.397,0.525132275,0.00806692,0,0.015299442,477.4342468,3.256019224,0.910526316,16.86842105,-94.10526316,18.45157895,8.057368421,7.371578947,88.89473684,20.71631579,2016-06-29T10:20:00Z,46118,374194
95,29/06/2016 10:33,9,3,R,5.272,0.379,0.847,0.468,0.552538371,0.008093918,0,0.015572552,569.7543578,3.778453154,1.053157895,23.85842105,-95.73684211,18.52052632,8.061052632,7.397894737,89.21052632,20.36157895,2016-06-29T10:33:00Z,49377,374232
96,29/06/2016 10:48,9,4,A,5.384,0.397,0.92,0.523,0.568478261,0.008240597,0,0.014729542,904.5196054,5.996437758,1.032631579,20.40789474,-94.10526316,18.53526316,8.06,7.461052632,89.63157895,19.86684211,2016-06-29T10:48:00Z,52650,376246
97,29/06/2016 11:02,9,4,A,5.524,0.421,0.985,0.564,0.572588832,0.008676034,0,0.01710037,1075.729306,6.594241455,1.005263158,15.82105263,-93.10526316,18.61631579,8.060526316,7.536842105,90.15789474,19.07894737,2016-06-29T11:02:00Z,55256,378544
98,29/06/2016 11:15,9,4,A,5.555,0.426,0.962,0.536,0.557172557,0.009021981,0,0.017823134,1085.09483,6.752374006,1.093684211,19.24684211,-95.05263158,18.62052632,8.061052632,7.592105263,90.63157895,18.54105263,2016-06-29T11:15:00Z,56073,381502
99,29/06/2016 11:29,9,4,A,5.96,0.493,1.135,0.642,0.565638767,0.010284656,0,0.016153045,699.8442413,7.112128921,1.157894737,202.3263158,-93.73684211,18.64315789,8.066315789,7.781578947,91.15789474,15.45578947,2016-06-29T11:29:00Z,58262,383778
100,13/07/2016 08:39,10,1,R,5.672,0.445,0.576,0.131,0.227430556,0.023088366,0,0.020685282,294.4091717,7.099992729,1.044736842,33.39578947,-83.26315789,18.69,7.954736842,7.382105263,93.10526316,27.56,2016-07-13T08:39:00Z,30183,381998
101,13/07/2016 08:55,10,1,A,6.402,0.567,1.046,0.479,0.45793499,0.014610371,0,0.025110098,1071.559239,8.819667193,0.822631579,35.73894737,-85.57894737,18.78473684,7.956315789,7.361052632,93,27.47210526,2016-07-13T08:55:00Z,35065,381919
102,13/07/2016 09:07,10,3,R,6.58,0.597,1.182,0.585,0.494923858,0.014233705,0,0.025977094,974.6339085,7.888194027,1.026842105,25.22947368,-87.89473684,18.69421053,7.952105263,7.396315789,92,25.59684211,2016-07-13T09:07:00Z,37504,379749
103,13/07/2016 09:20,10,3,R,6.802,0.634,1.297,0.663,0.511179645,0.014635168,0,0.027309313,1172.727821,9.214641243,0.692631579,9.736842105,-87.94736842,18.78684211,7.957894737,7.490526316,92.52631579,24.18105263,2016-07-13T09:20:00Z,39618,377261
104,13/07/2016 09:33,10,3,A,6.224,0.537,1.062,0.525,0.494350282,0.012818037,0,0.020165844,752.3719377,7.385082874,0.980526316,15.99052632,-88.84210526,18.92105263,7.948947368,7.498421053,92,22.39526316,2016-07-13T09:33:00Z,42374,375256
105,13/07/2016 09:47,10,3,A,6.228,0.538,1.093,0.555,0.507776761,0.012502345,0,0.020493539,739.7146736,7.308400074,0.859,14.577,-86.6,19.098,7.925,7.408,90.1,20.489,2016-07-13T09:47:00Z,45917,374241
107,13/07/2016 10:16,10,3,A,7.846,0.808,1.458,0.65,0.445816187,0.021386393,0,0.041768699,1424.717175,15.94056845,1.181578947,18.72,-100.0526316,18.97684211,7.943157895,7.473684211,91.42105263,21.53736842,2016-07-13T10:16:00Z,47635,374465
108,13/07/2016 10:26,10,3,R,6.738,0.623,1.31,0.687,0.524427481,0.014017953,0,0.027063242,1079.070753,9.749780648,0.906842105,13.85842105,-109.2631579,18.90052632,7.956842105,7.602631579,92.68421053,21.11631579,2016-07-13T10:26:00Z,50068,375176
109,13/07/2016 10:41,10,4,A,6.953,0.659,1.426,0.767,0.537868163,0.014457446,0,0.028592846,1499.999734,11.80362362,1.036842105,13.92473684,-110.5789474,19.01578947,7.95,7.587894737,92.26315789,20.53263158,2016-07-13T10:41:00Z,53041,377194
110,13/07/2016 10:51,10,4,R,6.975,0.662,1.375,0.713,0.518545455,0.015064446,0,0.027578422,915.852905,10.19447782,1.167368421,14.33052632,-109.2105263,18.95473684,7.965263158,7.706315789,93.31578947,19.93473684,2016-07-13T10:51:00Z,54605,379043
111,13/07/2016 11:06,10,4,A,7.432,0.739,1.581,0.842,0.53257432,0.016373677,0,0.029999281,1423.49878,15.14374875,1.110526316,17.95473684,-111.6315789,19.07789474,7.957894737,7.692105263,92.89473684,19.08736842,2016-07-13T11:06:00Z,56005,381857
112,13/07/2016 11:21,10,4,A,7.358,0.726,1.496,0.77,0.514705882,0.016644069,0,0.025423705,1013.690911,14.21099646,1.457894737,27.09842105,-114.8947368,19.14947368,7.958421053,7.763684211,92,16.14421053,2016-07-13T11:21:00Z,58319,383739
114,25/07/2016 17:57,11,1,R,5.802,0.467,0.883,0.416,0.471121178,0.011696778,0,0.021552631,894.5963837,4.834021166,1.279473684,43.89947368,-122,20.85894737,8.01,6.876315789,90.42105263,28.93684211,2016-07-25T17:57:00Z,30785,381953
115,25/07/2016 18:12,11,1,A,5.627,0.438,0.88,0.442,0.502272727,0.010290027,0,0.017216909,1499.999537,6.684571954,1.167368421,46.37052632,-118.2105263,20.89263158,8.004210526,6.864736842,90.10526316,28.45421053,2016-07-25T18:12:00Z,35689,381730
116,25/07/2016 18:23,11,3,R,5.587,0.431,0.778,0.347,0.446015424,0.011402745,0,0.018247562,759.9839004,5.285404113,1.022631579,26.90421053,-121.0526316,21.29894737,7.987894737,6.905263158,90.36842105,26.65105263,2016-07-25T18:23:00Z,37831,379376
117,25/07/2016 18:35,11,3,R,5.873,0.479,0.887,0.408,0.459977452,0.012287994,0,0.01955507,590.6877095,4.966453454,1.054210526,15.23421053,-124.4736842,21.34368421,7.979473684,6.936842105,90.10526316,25.37789474,2016-07-25T18:35:00Z,39914,376854
118,25/07/2016 18:52,11,3,R,5.81,0.468,0.842,0.374,0.444180523,0.012432783,0,0.015149455,406.3191149,4.860994855,1.085263158,15.45210526,-124.7894737,21.53631579,7.966842105,6.944736842,89.31578947,23.06368421,2016-07-25T18:52:00Z,44277,374524
119,25/07/2016 19:05,11,3,R,5.471,0.412,0.747,0.335,0.448460509,0.010840642,0,0.019629623,694.8079077,4.376286325,1.053684211,19.40578947,-126.0526316,21.44263158,7.956315789,6.835263158,87.94736842,22.83263158,2016-07-25T19:05:00Z,47670,373776
120,25/07/2016 19:16,11,3,R,5.43,0.405,0.755,0.35,0.463576159,0.010308986,0,0.018334538,740.1958994,4.397718403,0.931578947,19.77263158,-126.1052632,21.46157895,7.955789474,6.843684211,87.36842105,22.03315789,2016-07-25T19:16:00Z,50562,374795
121,25/07/2016 19:27,11,4,R,5.459,0.41,0.773,0.363,0.469598965,0.010302408,0,0.017743009,529.1149344,3.933063095,0.900526316,18.92157895,-126.7368421,21.49157895,7.961578947,6.897368421,88.15789474,21.89210526,2016-07-25T19:27:00Z,53247,376545
122,25/07/2016 19:38,11,4,R,5.543,0.424,0.804,0.38,0.472636816,0.010585718,0,0.017085584,518.8756108,4.069652666,1.095263158,20.78105263,-127.1052632,21.48368421,7.96,6.924736842,88.21052632,21.59105263,2016-07-25T19:38:00Z,55375,378908
123,25/07/2016 19:50,11,4,R,5.536,0.423,0.83,0.407,0.490361446,0.010179022,0,0.014636046,464.6138314,4.311698331,1.185263158,31.80526316,-111.1578947,21.47631579,7.953684211,6.868421053,87.21052632,20.88315789,2016-07-25T19:50:00Z,56613,382023
124,26/07/2016 11:04,11,5,A,7.604,0.767,1.558,0.791,0.507702182,0.017826593,0,0.027709214,735.8620755,9.425230736,1.577368421,19.08315789,-98.52631579,21.70578947,7.947368421,7.345263158,91.47368421,16.99421053,2016-07-26T11:04:00Z,59914,383771
125,26/07/2016 11:16,11,5,A,7.342,0.724,1.366,0.642,0.469985359,0.018177588,0,0.021894341,589.6382931,11.03230172,1.626842105,22.69789474,-98.31578947,21.76052632,7.944210526,7.35,91,15.80473684,2016-07-26T11:16:00Z,61158,382541
126,26/07/2016 11:29,11,5,R,7.496,0.749,1.516,0.767,0.505936675,0.017468985,0,0.028989941,779.6355728,10.45794692,1.714210526,24.47526316,-97.89473684,21.73315789,7.942631579,7.337894737,90,14.06578947,2016-07-26T11:29:00Z,62203,380719
127,26/07/2016 11:41,11,5,A,7.472,0.745,1.512,0.767,0.507275132,0.017329846,0,0.028709043,767.4240911,10.79176334,1.38,22.74473684,-98.10526316,21.84526316,7.936842105,7.332631579,90,14.31631579,2016-07-26T11:41:00Z,63590,379395
128,26/07/2016 11:54,11,5,A,7.653,0.775,1.58,0.805,0.509493671,0.017949193,0,0.029032581,741.8668171,11.53784628,2.327368421,23.22315789,-98.05263158,21.97368421,7.931578947,7.340526316,90.15789474,14.00947368,2016-07-26T11:54:00Z,64874,377722
129,26/07/2016 12:08,11,5,A,7.725,0.788,1.592,0.804,0.505025126,0.018411757,0,0.035759667,1205.471025,13.45887612,1.219473684,15.43210526,-99.26315789,22.10368421,7.925263158,7.31,89.42105263,12.90157895,2016-07-26T12:08:00Z,66459,376322
130,26/07/2016 12:20,11,5,A,7.558,0.76,1.508,0.748,0.49602122,0.018079872,0,0.034193387,1113.135313,13.89286462,1.462631579,14.68052632,-99.57894737,22.14473684,7.918947368,7.251578947,88.47368421,12.40578947,2016-07-26T12:20:00Z,68205,376566
131,26/07/2016 12:34,11,6,A,7.605,0.768,1.566,0.798,0.509578544,0.017784108,0,0.030218132,958.8477426,13.44906074,1.420526316,25.22421053,-99,22.21894737,7.92,7.252105263,87.89473684,11.21736842,2016-07-26T12:34:00Z,70449,377814
132,26/07/2016 12:47,11,6,R,8.012,0.835,1.695,0.86,0.507374631,0.019419576,0,0.036161266,1248.126823,14.99343502,1.416842105,28.09631579,-100.7368421,22.36105263,7.915263158,7.173684211,86.89473684,9.972631579,2016-07-26T12:47:00Z,72320,378468
133,26/07/2016 13:02,11,7,A,7.718,0.786,1.59,0.804,0.505660377,0.018341955,0,0.030981724,1499.999983,16.87509148,1.556842105,16.10684211,-100.5789474,22.62368421,7.898421053,7.114210526,85.68421053,8.176315789,2016-07-26T13:02:00Z,73357,376779
134,26/07/2016 13:17,11,7,A,8.121,0.853,1.592,0.739,0.46419598,0.021683514,0,0.036067484,1499.999989,20.43225525,1.400526316,13.87947368,-101.2631579,22.86263158,7.901052632,7.171052632,86.57894737,8.226842105,2016-07-26T13:17:00Z,74341,374800
135,08/08/2016 08:02,12,5,A,9.595,1.099,1.747,0.648,0.37092158,0.034962107,0,0.037512744,1499.999921,14.42043814,0.948947368,16.71631579,-99.84210526,20.08578947,7.893157895,7.594210526,93.05263158,19.77894737,2016-08-08T08:02:00Z,60970,382822
