,,,Compartiment van RWS (zie rapport),PI curve A(ccept) or R(eject) ,Chl uit FRRF (ug.L),Background corrrected fluorescence,Max fluorescence (background corrected),Fq  (background corrected),Fq / Fm (background corrected),,,Eilers - Peters model parameter,Eilers - Peters model parameter,Eilers - Peters model parameter,This and next columns: Meetvis data,,,,,,,
,date,campaign,box_RWS,flag,Chl,F_bc,Fm_bc,Fq_bc,FqFm_bc,a_LHII,JVPII_bc,alpha,eopt,ps,Fluo,Turb,SensH,Temp,pH,Oxy,Oxy_sat,Sal
687,12/07/2018 08:48,NA,NA,A,8.872,0.979,2.01,1.031,0.512935323,0.022521748,0,0.048719983,863.5875457,9.180047075,NA,NA,NA,NA,NA,NA,NA,NA
688,12/07/2018 09:07,NA,NA,A,8.656,0.943,1.957,1.014,0.51814001,0.021475663,0,0.04467677,704.1158476,8.727481813,NA,NA,NA,NA,NA,NA,NA,NA
689,12/07/2018 09:25,NA,NA,A,8.673,0.946,1.98,1.034,0.522222222,0.021375574,0,0.041858961,670.9343709,8.83045525,NA,NA,NA,NA,NA,NA,NA,NA
690,12/07/2018 09:44,NA,NA,A,8.746,0.958,2.02,1.062,0.525742574,0.021501778,0,0.045731992,804.3681604,9.1464069,NA,NA,NA,NA,NA,NA,NA,NA
691,12/07/2018 10:03,NA,NA,A,8.623,0.937,1.994,1.057,0.530090271,0.020857957,0,0.041138845,674.2313449,8.799234238,NA,NA,NA,NA,NA,NA,NA,NA
692,12/07/2018 10:21,NA,NA,A,8.642,0.94,2.004,1.064,0.530938124,0.020891323,0,0.045235924,771.1488259,9.090729951,NA,NA,NA,NA,NA,NA,NA,NA
693,12/07/2018 10:40,NA,NA,A,8.591,0.932,1.973,1.041,0.527622909,0.020843674,0,0.046896199,816.8859097,9.036863977,NA,NA,NA,NA,NA,NA,NA,NA
694,12/07/2018 10:59,NA,NA,A,8.639,0.94,1.989,1.049,0.527400704,0.021031447,0,0.042633468,727.0866205,9.532964699,NA,NA,NA,NA,NA,NA,NA,NA
695,12/07/2018 11:18,NA,NA,A,8.639,0.94,1.996,1.056,0.529058116,0.020965561,0,0.043425325,567.8460653,8.22541663,NA,NA,NA,NA,NA,NA,NA,NA
696,20/08/2018 13:27,59,5,A,11.3,1.384,2.95,1.566,0.530847458,0.030764393,0,0.056082163,1118.058704,28.41407253,2.0495,12.3765,-102.25,21.3785,7.95,7.136,91,21.846
697,20/08/2018 13:49,59,5,A,10.13,1.188,2.785,1.597,0.573429084,0.024446615,0,0.047774645,1499.999988,27.60095331,2.087894737,16.64105263,-102.1578947,21.42789474,7.949473684,7.000526316,88.84210526,21.33421053
698,20/08/2018 14:08,59,5,A,9.517,1.086,2.519,1.433,0.568876538,0.022526505,0,0.044664315,1499.999983,25.19302401,1.7315,9.453,-103.8,21.5565,7.931,6.876,87.05,20.311
699,20/08/2018 14:27,59,6,A,8.68,0.947,2.197,1.25,0.56895767,0.019640477,0,0.039859324,1499.999955,20.50990364,2.005789474,19.64894737,-98.31578947,21.69789474,7.925263158,6.774210526,85.21052632,18.95421053
700,20/08/2018 14:45,59,7,A,9.366,1.061,2.437,1.376,0.564628642,0.022173512,0,0.044472249,1499.99987,21.65132729,1.9065,14.0895,-99.75,22.099,7.905,6.6205,83.1,17.066
701,23/08/2018 13:09,59,3,A,15.5,2.083,4.751,2.668,0.561565986,0.043769389,0,0.089735572,1192.115366,34.97769759,2.887894737,18.92105263,-97.36842105,21.04842105,8.110526316,7.505789474,100.5263158,30.30157895
702,23/08/2018 13:27,59,3,A,14.9,1.983,4.564,2.581,0.565512708,0.041377319,0,0.082400349,1491.153174,38.05149924,2.634736842,15.23105263,-100.4210526,21.15947368,8.093684211,7.418947368,98.78947368,28.97789474
703,23/08/2018 13:46,59,3,A,14.02,1.836,4.12,2.284,0.554368932,0.039080112,0,0.078485982,1327.385611,35.9462938,2.638947368,23.34315789,-102.4210526,21.20157895,8.070526316,7.204210526,95.63157895,28.10263158
704,23/08/2018 14:05,59,3,A,13.42,1.737,3.982,2.245,0.563787042,0.036355217,0,0.073980853,1488.272707,33.04277048,2.509166667,14.45416667,-93.5,21.2375,8.073333333,7.2875,96.5,27.64
705,23/08/2018 14:23,59,3,A,12.71,1.619,3.689,2.07,0.561127677,0.034046084,0,0.065364151,1204.597794,29.8268593,2.001052632,12.04315789,-108.1578947,21.26473684,8.059473684,7.119473684,94.05263158,27.13578947
706,23/08/2018 14:42,59,4,A,11.45,1.408,3.232,1.824,0.564356436,0.029439551,0,0.058952147,1325.585752,23.35368942,1.890526316,9.730526316,-110.7368421,21.27947368,8.06,7.185263158,94.63157895,26.52210526
707,23/08/2018 15:01,59,4,A,12,1.499,3.436,1.937,0.563736903,0.031376693,0,0.063030367,1242.732608,25.52536288,2.098421053,12.20210526,-113.1578947,21.26631579,8.06,7.228421053,95,26.11368421
708,03/09/2018 10:21,60,5,A,25.07,3.678,7.927,4.249,0.536016147,0.080968456,0,0.170452921,1102.774099,55.53757548,2.285263158,8.877894737,-105.7894737,19.33421053,8.036315789,7.653684211,95,23.79684211
709,03/09/2018 10:39,60,5,A,23.09,3.349,6.941,3.592,0.517504682,0.076362981,0,0.15334006,1240.39201,58.19538552,2.282105263,10.54578947,-110.6842105,19.30157895,8.021578947,7.538421053,92.63157895,22.15526316
710,03/09/2018 10:58,60,5,A,21.94,3.157,6.512,3.355,0.515202703,0.072306686,0,0.142989419,1310.545132,55.87897555,2.125789474,8.866315789,-114.3157895,19.41421053,8.015263158,7.455789474,91.52631579,21.81842105
711,03/09/2018 11:17,60,5,A,21.59,3.098,6.238,3.14,0.503366464,0.072623829,0,0.147661169,1499.999792,55.00684141,1.827368421,9.14,-118.8421053,19.44,7.996315789,7.287368421,88.94736842,20.90315789
712,03/09/2018 11:35,60,6,A,21.4,3.066,5.893,2.827,0.479721704,0.075416225,0,0.14490785,1249.50262,56.53605113,1.93,14.14473684,-107.7368421,19.68789474,7.974210526,7.157368421,86.94736842,19.27052632
713,03/09/2018 11:54,60,7,A,21.04,3.007,5.909,2.902,0.491115248,0.072249029,0,0.14602127,1395.736138,54.67056457,1.872631579,12.41368421,-109.0526316,19.89368421,7.943684211,7.032105263,84.94736842,17.61578947
714,06/09/2018 11:09,60,1,A,31.61,4.768,11.34,6.572,0.579541446,0.097080891,0,0.223908644,1298.589101,90.87014282,3.105789474,26.65842105,-104.4736842,19.29789474,8.183684211,7.425263158,96.21052632,30.72
715,06/09/2018 11:28,60,1,A,31.02,4.67,10.4,5.73,0.550961538,0.100017871,0,0.225765668,1395.776048,94.43549921,2.803157895,19.38263158,-104.5263158,19.34526316,8.170526316,7.470526316,96.63157895,30.20210526
716,06/09/2018 11:47,60,3,A,27.24,4.04,8.771,4.731,0.539391175,0.088381127,0,0.192880253,1499.999993,84.17521082,2.489473684,8.302105263,-107.3684211,19.43842105,8.153684211,7.615789474,98.05263158,28.75
717,06/09/2018 12:07,60,3,R,26.35,3.891,8.427,4.536,0.538269847,0.085298852,0,0.186367039,1496.484369,78.4511325,2.255789474,12.27947368,-105.4736842,19.53421053,8.117368421,7.412105263,94.73684211,27.28631579
718,06/09/2018 12:19,60,3,R,25.06,3.677,7.778,4.101,0.527256364,0.082291278,0,0.152804099,820.4909262,64.96739481,2.443157895,12.82210526,-108.4210526,19.51526316,8.11,7.396842105,94.52631579,27.23894737
719,06/09/2018 12:38,60,3,A,26.08,3.847,8.501,4.654,0.547465004,0.082917811,0,0.183162735,1406.713075,79.45010652,2.434210526,12.45157895,-112.6842105,19.53736842,8.102105263,7.392105263,94.10526316,26.82105263
720,06/09/2018 12:57,60,4,A,26.67,3.945,8.378,4.433,0.529123896,0.087977505,0,0.193787802,1456.824869,82.20322012,2.446842105,12.55842105,-110.7894737,19.52157895,8.102105263,7.431578947,94.26315789,26.19105263
721,06/09/2018 13:08,60,4,R,27.39,4.066,8.639,4.573,0.529343674,0.09063828,0,0.167011128,702.9077989,63.6659808,2.515789474,12.77894737,-109.7894737,19.52578947,8.1,7.461578947,94.68421053,26.06894737
722,17/09/2018 12:50,61,NA,A,51.17,8.028,12.69,4.662,0.367375887,0.25785688,0,0.443753748,1499.999769,79.1724024,2.073684211,9.163157895,-98.52631579,18.44052632,8.076842105,7.862105263,95.94736842,23.6
723,17/09/2018 13:09,61,5,A,52.45,8.242,13.35,5.108,0.382621723,0.254182118,0,0.378224329,1101.543472,103.9265478,2.389473684,17.85263158,-107.7894737,18.37789474,8.098421053,7.785263158,94.10526316,22.22368421
724,17/09/2018 13:28,61,5,A,52.15,8.192,13.51,5.318,0.393634345,0.245572068,0,0.357955657,1036.12379,113.502272,2.510526316,18.73157895,-109.3157895,18.58736842,8.106315789,7.777894737,94.21052632,22.30947368
725,17/09/2018 13:46,61,5,A,51.39,8.065,13.29,5.225,0.393152746,0.242061135,0,0.348202435,1259.862431,122.6609415,2.263157895,22.71052632,-99.36842105,18.63,8.086842105,7.603157895,91.78947368,21.11052632
726,17/09/2018 14:05,61,5,A,48.04,7.506,12.17,4.664,0.383237469,0.231112057,0,0.343681726,1223.470731,117.850418,1.957894737,13.61578947,-104.1052632,18.80947368,8.061578947,7.486842105,90,19.81105263
727,17/09/2018 14:24,61,6,A,46.78,7.297,11.77,4.473,0.380033985,0.22657079,0,0.334831689,1231.512824,123.0152938,2.084210526,28.34736842,-106.6315789,19.01210526,8.046315789,7.361052632,88.15789474,18.59157895
728,17/09/2018 14:43,61,7,A,47.3,7.384,11.77,4.386,0.372642311,0.233819933,0,0.339038109,1144.858957,126.434303,1.957894737,26.83684211,-112.3684211,19.18789474,8.020526316,7.223684211,86.05263158,17.44105263
729,20/09/2018 10:49,61,1,A,70,11.17,23.77,12.6,0.530079933,0.248653065,0,0.54833142,806.9975261,117.0909148,2.4,7.9,-96.2,18.383,8.276,8.116,104,31.754
730,20/09/2018 11:08,61,1,A,65.02,10.34,20.3,9.96,0.490640394,0.248679076,0,0.5239556,1039.106369,125.7190598,2.4,7.9,-96.2,18.383,8.276,8.116,104,31.754
731,20/09/2018 11:27,61,1,A,60.71,9.62,18.52,8.9,0.480561555,0.236215317,0,0.459038855,916.451641,124.7764115,2.426315789,7.305263158,-90.57894737,18.41631579,8.28,8.166315789,104.5789474,31.65
732,20/09/2018 11:45,61,3,A,58.6,9.267,17.6,8.333,0.473465909,0.230957706,0,0.460862509,953.4706545,121.7093811,2.642105263,7.036842105,-101.6842105,18.41210526,8.267368421,8.253157895,105.3157895,30.71842105
733,20/09/2018 12:04,61,3,A,59.48,9.413,17.88,8.467,0.473545861,0.234556796,0,0.459815595,979.9675057,124.764998,2.189473684,4.205263158,-108.8421053,18.51052632,8.250526316,8.237368421,104.5263158,29.51368421
734,20/09/2018 12:23,61,3,A,57.43,9.072,17.22,8.148,0.473170732,0.226238845,0,0.443931701,1053.657841,128.2519472,1.936842105,4.805263158,-110,18.60526316,8.219473684,8.077894737,102.0526316,28.53157895
735,01/10/2018 09:18,NA,NA,R,110.6,17.93,35.72,17.79,0.498040314,0.424813001,0,0.97831881,718.2341667,150.018686,NA,NA,NA,NA,NA,NA,NA,NA
736,01/10/2018 09:37,NA,NA,A,99.6,16.1,31.41,15.31,0.487424387,0.389763018,0,0.775352896,801.4418764,174.3622893,NA,NA,NA,NA,NA,NA,NA,NA
737,01/10/2018 09:56,NA,NA,A,96.05,15.51,30.5,14.99,0.49147541,0.372384857,0,0.757394816,876.3834665,177.256968,NA,NA,NA,NA,NA,NA,NA,NA
738,01/10/2018 10:14,NA,NA,A,93.66,15.11,29.43,14.32,0.486578321,0.366432272,0,0.745965707,851.2242573,175.8261392,NA,NA,NA,NA,NA,NA,NA,NA
739,01/10/2018 10:33,NA,NA,A,90.25,14.54,28.11,13.57,0.482746354,0.355408174,0,0.687325509,927.6996317,180.2848358,NA,NA,NA,NA,NA,NA,NA,NA
740,01/10/2018 10:52,NA,NA,A,88.59,14.27,27.54,13.27,0.48184459,0.349461224,0,0.675040659,901.0086931,179.2909448,NA,NA,NA,NA,NA,NA,NA,NA
741,01/10/2018 11:10,NA,NA,A,87.51,14.09,27.32,13.23,0.484260615,0.343331658,0,0.65679341,901.7104264,182.1910627,NA,NA,NA,NA,NA,NA,NA,NA
742,18/10/2018 08:10,62,1,A,219.5,36.08,75.1,39.02,0.519573901,0.819409903,0,1.734052353,1068.666378,627.3590632,1.82,2.05,-101.3,16.299,8.316,8.295,101.9,32.081
743,18/10/2018 08:29,62,1,A,201.5,33.08,66.8,33.72,0.504790419,0.773279336,0,1.708078973,1229.687443,558.4330356,2.047368421,3.636842105,-98.68421053,16.31473684,8.326315789,8.296315789,101.8947368,32.06315789
744,18/10/2018 08:47,62,1,A,193,31.67,60.95,29.28,0.480393765,0.777916008,0,1.555461024,1237.131271,564.7093454,1.978947368,3.842105263,-103.3157895,16.30263158,8.34,8.216315789,100,31.50736842
745,18/10/2018 09:20,62,3,A,190.2,31.2,62.2,31,0.498392283,0.738695226,0,1.4751134,1428.602348,560.6912206,1.805,4.9,-111.4,16.198,8.3145,8.1015,97.05,29.3035
746,18/10/2018 09:39,62,3,A,196.4,32.24,59.62,27.38,0.459241865,0.828391375,0,1.532568836,1440.916638,634.6784463,2.005,6.725,-114.25,16.246,8.309,8.0745,97,28.954
747,18/10/2018 09:58,62,3,A,186.4,30.56,55.78,25.22,0.452133381,0.797569954,0,1.506343521,1418.802018,624.5246125,1.747368421,5.794736842,-88.31578947,16.25736842,8.29,8.061578947,96.26315789,28.49315789
748,18/10/2018 10:17,62,3,A,195.8,32.13,58.41,26.28,0.449922958,0.842664267,0,1.551585647,1499.999965,692.4221484,1.736842105,4.931578947,-92.63157895,16.22789474,8.281052632,8.111578947,96.52631579,27.89052632
749,18/10/2018 10:35,62,4,A,196.2,32.2,57.72,25.52,0.442134442,0.859376614,0,1.562737223,1499.999979,701.5745534,1.826315789,6.242105263,-97.94736842,16.19368421,8.281052632,8.170526316,96.73684211,27.37578947
750,29/10/2018 08:31,63,5,A,200.2,32.86,49.65,16.79,0.33816717,1.146616331,0,1.197906969,349.1653349,194.489906,2.084210526,27.58421053,-107.5263158,12.86263158,8.249473684,8.558421053,94.05263158,23.81578947
751,29/10/2018 08:50,63,5,A,188.4,30.9,43.45,12.55,0.288837745,1.262369641,0,1.265390304,523.2180176,294.6978395,2.068421053,28.57894737,-110.6842105,13.11315789,8.25,8.534210526,94.05263158,23.60947368
752,29/10/2018 09:08,63,5,A,195.4,32.06,46.13,14.07,0.305007587,1.240323244,0,1.247234488,597.0460061,333.0709438,1.7,17.21578947,-118.5263158,13.20736842,8.240526316,8.519473684,94,22.76368421
753,29/10/2018 09:27,63,6,A,188.9,30.98,44.04,13.06,0.296548592,1.232728833,0,1.229020955,661.1869401,370.1994234,1.705263158,21.77894737,-119.7894737,13.24315789,8.235263158,8.523157895,93.73684211,21.92263158
754,29/10/2018 09:46,63,6,A,186.5,30.59,43.86,13.27,0.30255358,1.193051494,0,1.27260662,793.6692364,408.9406577,1.989473684,36.46315789,-110.4210526,13.64684211,8.212631579,8.437368421,92.15789474,19.91947368
755,29/10/2018 10:04,63,7,A,182,29.83,42.69,12.86,0.301241509,1.16847775,0,1.265501718,958.2409782,485.5845761,1.968421053,33.12631579,-110.2631579,13.77789474,8.187894737,8.398421053,92,19.14421053
756,01/04/2019 12:16,71,1,R,8.686,0.948,2.147,1.199,0.558453656,0.020031027,0,0.027147541,1499.999985,66.67051679,37.85,43.2,-92,9.214,8.05,9.755,101,28.65
757,01/04/2019 12:40,71,1,R,12.06,1.51,3.358,1.848,0.550327576,0.03237708,0,0.104730119,1499.999974,118.2005133,39.31578947,25.06842105,-114.0526316,9.290526316,8.062105263,9.802631579,101.6315789,28.3
758,01/04/2019 12:59,71,3,R,9.496,1.083,2.422,1.339,0.552848885,0.023115539,0,0.077340498,1499.999962,85.27853298,35.77368421,14.87894737,-108.8421053,9.298947368,8.05,9.834210526,100.3684211,26.01473684
759,11/06/2019 12:00,76,5,A,13.81,1.801,4.206,2.405,0.571802187,0.03716635,0,0.069297365,469.3964438,18.01335967,-1.563157895,10.73684211,-99.68421053,17.01157895,8.014210526,8.357368421,98.63157895,21.89684211
760,11/06/2019 12:21,76,5,A,13.86,1.809,4.178,2.369,0.567017712,0.037646443,0,0.081236842,1379.527243,33.48890791,-0.8,22.27894737,-106.7894737,17.15894737,8.021578947,8.357894737,97.57894737,19.64578947
761,11/06/2019 12:40,76,5,R,15.08,2.013,4.426,2.413,0.545187528,0.043569229,0,0.088542069,1368.915787,38.93784733,0.794736842,11.21052632,-112,17.35210526,8.052105263,8.394210526,98.21052632,19.26789474
762,11/06/2019 12:59,76,6,A,14.33,1.888,3.763,1.875,0.498272655,0.044711264,0,0.085591685,1499.999985,40.78744194,5.189473684,17.28947368,-115.8947368,17.44947368,8.068421053,8.318947368,97,18.13368421
763,11/06/2019 13:17,76,6,A,14.91,1.985,4.12,2.135,0.518203883,0.045200356,0,0.081250747,1217.602577,39.46522264,-0.236842105,14.96842105,-116.1052632,17.67105263,8.058421053,8.220526316,94.47368421,15.40684211
764,11/06/2019 13:36,76,7,A,14.36,1.894,3.869,1.975,0.510467821,0.0437818,0,0.076225173,1413.895739,40.80913509,-2.215,13.16,-121.1,18.2285,8.0765,8.2965,95.9,14.3265
765,27/06/2019 08:24,NA,NA,A,50.9,7.983,10.77,2.787,0.258774373,0.364021363,0,0.385063951,812.113338,134.6602151,NA,NA,NA,NA,NA,NA,NA,NA
766,27/06/2019 08:42,77,1,A,46.88,7.314,12.17,4.856,0.399013969,0.216296187,0,0.323583564,909.139351,116.4918966,74.693,7.85,-97,19.164,8.1,8.515,109,31.019
767,27/06/2019 09:01,77,1,A,43.99,6.831,12.13,5.299,0.436850783,0.184515636,0,0.31710819,1125.856431,117.2032817,74.693,7.85,-97,19.164,8.1,8.515,109,31.019
768,27/06/2019 09:20,77,1,A,40.72,6.287,11.43,5.143,0.449956255,0.164875139,0,0.307906189,1351.640501,116.9648726,74.693,7.85,-97,19.164,8.1,8.515,109,31.019
769,27/06/2019 09:39,77,1,A,40.08,6.18,11.43,5.25,0.459317585,0.158765966,0,0.299420982,1401.821909,120.4265426,74.62631579,5.221578947,-88.89473684,19.17842105,8.097894737,8.51,108.6842105,30.88157895
770,27/06/2019 09:57,77,1,A,38.84,5.974,11.23,5.256,0.468032057,0.150616179,0,0.282159778,1369.3492,120.920656,74.39736842,9.232105263,-108.6315789,19.21157895,8.099473684,8.557894737,109.0526316,30.62473684
771,27/06/2019 10:16,77,3,A,37.13,5.688,10.72,5.032,0.469402985,0.142986734,0,0.265559677,1499.999931,122.839388,74.21736842,1.568947368,-103.2105263,19.42842105,8.111052632,8.828947368,111.5263158,28.22789474
772,27/06/2019 10:35,77,3,A,37.48,5.746,10.84,5.094,0.469926199,0.144283932,0,0.262437873,1499.999991,130.0605823,75.01105263,2.503157895,-105.6315789,19.58263158,8.113684211,8.931052632,112.5789474,27.25684211
773,27/06/2019 10:53,77,3,A,38.11,5.852,11.23,5.378,0.478895815,0.144193367,0,0.277688049,1499.999983,138.2325965,75.228,2.466,-108.5,19.645,8.136,9.2,115.3,26.251
774,27/06/2019 11:12,77,3,A,38.36,5.893,11.36,5.467,0.48125,0.144493299,0,0.269993882,1499.999993,142.4072179,75.01736842,3.212105263,-98.89473684,19.77894737,8.110526316,9.016315789,113.3684211,25.99263158
775,27/06/2019 11:31,77,4,A,37.42,5.737,10.84,5.103,0.470756458,0.143803869,0,0.267360148,1499.999988,145.0470339,75.63315789,4.893157895,-104.3684211,19.82947368,8.114210526,9.06,113.4736842,25.48894737
776,27/06/2019 11:50,77,4,A,37.57,5.762,11.13,5.368,0.48230009,0.140973642,0,0.266198336,1499.999989,146.8981312,75.73842105,4.281578947,-107.8421053,19.91578947,8.119473684,9.196842105,114.9473684,24.98631579
777,27/06/2019 12:08,77,4,A,38.85,5.974,11.56,5.586,0.483217993,0.145882813,0,0.270827472,1499.999988,154.7142058,75.72105263,4.421052632,-107.1052632,20.07473684,8.136842105,9.478947368,118.0526316,23.80736842
778,27/06/2019 12:27,77,5,A,41.4,6.401,12.52,6.119,0.488738019,0.154544556,0,0.292719281,1499.999988,163.4304951,75.323,2.648,-110.6,20.108,8.13,9.494,118,23.32
779,09/07/2019 09:53,78,NA,R,44.99,6.999,11.26,4.261,0.378419183,0.218245279,0,0.27038352,249.8695511,43.99771654,83.30583333,5.388333333,-94.75,20.64833333,8.034166667,7.649166667,96.33333333,22.81416667
780,23/07/2019 13:49,79,9,R,32.5,4.916,6.962,2.046,0.293881069,0.197388693,0,0.217240046,1499.996758,94.9916519,112.56,36.57,-144.9,22.277,7.762,7.036,87.7,15.23
781,23/07/2019 14:13,79,9,A,16.42,2.236,3.418,1.182,0.345816267,0.076297163,0,0.098201577,1499.999991,48.96086129,112.56,36.57,-144.9,22.277,7.762,7.036,87.7,15.23
782,25/07/2019 07:51,79,1,A,24.16,3.526,7.153,3.627,0.507059975,0.082054988,0,0.15751057,1380.011301,56.2206444,78.09473684,13.01052632,-100.5263158,20.73368421,8.034736842,8.023157895,107.3157895,31.29157895
783,25/07/2019 08:10,79,1,A,24.25,3.542,6.901,3.359,0.486741052,0.085868245,0,0.157154372,1220.755324,63.30084942,77.66842105,16.98947368,-107.3684211,20.77894737,8.035789474,7.975263158,106.6315789,31.05105263
784,25/07/2019 08:28,79,3,A,24.08,3.514,6.857,3.343,0.48753099,0.085051414,0,0.160444796,1499.999968,68.80321304,78.91052632,6.142105263,-101.2631579,20.96947368,8.012105263,7.882631579,104.8421053,29.42473684
785,25/07/2019 08:47,79,3,A,22.88,3.313,6.433,3.12,0.484999223,0.080605078,0,0.133408313,1366.008188,68.53280971,81.20526316,10.23157895,-103.5789474,21.07421053,7.995263158,7.806842105,103.5263158,28.53473684
786,25/07/2019 09:06,79,3,A,23.71,3.452,6.785,3.333,0.491230656,0.082921535,0,0.146958158,1499.999992,74.8542944,78.73,8.96,-106.6,21.186,7.995,7.867,104.2,27.967
787,25/07/2019 09:25,79,3,A,22.73,3.288,6.378,3.09,0.484477893,0.080082911,0,0.134529004,1499.99999,77.18764097,82.37368421,5.773684211,-102.7368421,21.34947368,7.986842105,7.937368421,105,27.35368421
788,25/07/2019 09:43,79,3,A,22.46,3.244,6.262,3.018,0.481954647,0.079424901,0,0.131473395,1499.999992,82.36893968,80.75263158,8.9,-102.9473684,21.42789474,7.972105263,7.89,104.1052632,26.74157895
789,25/07/2019 10:02,79,4,A,22.64,3.273,6.286,3.013,0.479319122,0.080575546,0,0.141877223,1499.999991,88.07131888,83.72105263,5.852631579,-104.1578947,21.49263158,7.978421053,8.003157895,105.9473684,26.51684211
790,25/07/2019 10:21,79,4,A,22.53,3.255,6.286,3.031,0.482182628,0.07965654,0,0.133177567,1499.999992,93.69395686,88.07894737,7.515789474,-107.9473684,21.64684211,7.978421053,8.222105263,108.1578947,25.58736842
791,25/07/2019 10:39,79,4,A,24.17,3.529,6.947,3.418,0.49201094,0.084636736,0,0.147047466,1499.999993,97.74699976,87.11052632,9.084210526,-101.7368421,21.73368421,7.94,7.998421053,104.5789474,24.13947368
792,25/07/2019 10:58,79,5,A,22.79,3.298,6.407,3.109,0.485250507,0.080198577,0,0.123157613,1499.99999,91.99213223,90.7,7.26,-97.1,21.763,7.945,8.049,105.3,24.345
793,02/09/2019 16:26,NA,NA,A,10.45,1.241,2.571,1.33,0.51730844,0.028307677,0,0.050492545,1499.999992,30.75377951,NA,NA,NA,NA,NA,NA,NA,NA
794,02/09/2019 16:45,NA,NA,A,12.18,1.531,3.246,1.715,0.528342575,0.034193345,0,0.05876617,1499.999984,42.80724485,NA,NA,NA,NA,NA,NA,NA,NA
795,02/09/2019 17:04,NA,NA,A,11.09,1.348,2.779,1.431,0.514933429,0.030890207,0,0.052778679,1499.999991,34.37610374,NA,NA,NA,NA,NA,NA,NA,NA
796,02/09/2019 17:23,NA,NA,A,9.703,1.117,2.418,1.301,0.538047974,0.024497072,0,0.042632396,1499.999982,26.40856319,NA,NA,NA,NA,NA,NA,NA,NA
797,02/09/2019 17:41,NA,NA,A,10.05,1.174,2.527,1.353,0.535417491,0.025873641,0,0.04514465,1499.999987,26.04422117,NA,NA,NA,NA,NA,NA,NA,NA
798,03/09/2019 08:58,NA,NA,A,13.87,1.812,4.192,2.38,0.567748092,0.037660364,0,0.078374468,1446.542344,36.00005643,NA,NA,NA,NA,NA,NA,NA,NA
799,03/09/2019 09:16,NA,NA,A,14,1.833,3.945,2.112,0.535361217,0.040401507,0,0.068467248,1499.999994,47.1998642,NA,NA,NA,NA,NA,NA,NA,NA
800,03/09/2019 09:35,NA,NA,R,17.08,2.346,5.035,2.689,0.534061569,0.051834473,0,0.101032842,1499.999953,54.67209428,NA,NA,NA,NA,NA,NA,NA,NA
801,03/09/2019 09:54,NA,NA,A,15.02,2.003,4.196,2.193,0.52264061,0.045223045,0,0.079896538,1499.999979,52.79410387,NA,NA,NA,NA,NA,NA,NA,NA
802,03/09/2019 10:12,NA,NA,A,13.76,1.793,3.642,1.849,0.507688083,0.041674013,0,0.076581955,1300.548628,42.88754029,NA,NA,NA,NA,NA,NA,NA,NA
803,03/09/2019 10:31,NA,NA,R,14.44,1.907,3.859,1.952,0.505830526,0.044486441,0,0.082217508,1499.999981,48.21013339,NA,NA,NA,NA,NA,NA,NA,NA
804,03/09/2019 10:50,NA,NA,R,15.21,2.035,3.972,1.937,0.487663646,0.049240907,0,0.092474683,1499.99999,57.32209233,NA,NA,NA,NA,NA,NA,NA,NA
805,03/09/2019 11:09,NA,NA,R,14.81,1.969,4.018,2.049,0.509955202,0.045561257,0,0.081410549,1499.999987,60.98524533,NA,NA,NA,NA,NA,NA,NA,NA
806,17/09/2019 10:00,NA,NA,A,33.04,5.006,11.64,6.634,0.569931271,0.10364548,0,0.216152924,1499.999975,113.2838249,NA,NA,NA,NA,NA,NA,NA,NA
807,17/09/2019 10:19,NA,NA,A,31.76,4.793,10,5.207,0.5207,0.108618014,0,0.192236235,1499.999996,125.9812949,NA,NA,NA,NA,NA,NA,NA,NA
808,17/09/2019 10:38,NA,NA,A,28.67,4.278,8.792,4.514,0.513421292,0.098321594,0,0.184811445,1499.999975,115.6799743,NA,NA,NA,NA,NA,NA,NA,NA
809,17/09/2019 10:56,NA,NA,A,29.76,4.461,8.703,4.242,0.487418132,0.107997213,0,0.191807991,1499.999981,131.2950131,NA,NA,NA,NA,NA,NA,NA,NA
810,17/09/2019 11:16,NA,NA,R,28.46,4.243,8.476,4.233,0.499410099,0.100253079,0,0.180072827,1499.999986,126.0508224,NA,NA,NA,NA,NA,NA,NA,NA
811,17/09/2019 11:35,NA,NA,R,27.63,4.106,8.089,3.983,0.492397082,0.098397821,0,0.177755989,1499.999984,126.1760303,NA,NA,NA,NA,NA,NA,NA,NA
812,17/09/2019 11:53,NA,NA,R,27.49,4.082,7.905,3.823,0.483617963,0.099598451,0,0.177356397,1499.999984,129.4682389,NA,NA,NA,NA,NA,NA,NA,NA
813,17/09/2019 12:12,NA,NA,R,27.33,4.056,7.858,3.802,0.483838127,0.098919034,0,0.178837113,1499.999986,130.6301538,NA,NA,NA,NA,NA,NA,NA,NA
