,,,Compartiment van RWS (zie rapport),PI curve A(ccept) or R(eject) ,Chl uit FRRF (ug.L),Background corrrected fluorescence,Max fluorescence (background corrected),Fq  (background corrected),Fq / Fm (background corrected),,,Eilers - Peters model parameter,Eilers - Peters model parameter,Eilers - Peters model parameter,This and next columns: Meetvis data,,,,,,,
,date,campaign,box_RWS,flag,Chl,F_bc,Fm_bc,Fq_bc,FqFm_bc,a_LHII,JVPII_bc,alpha,eopt,ps,Fluo,Turb,SensH,Temp,pH,Oxy,Oxy_sat,Sal
430,12/06/2017 17:54,31,4,A,169.2,27.7,45.99,18.29,0.397695151,0.821885806,0,1.22097401,1064.811942,433.0450019,0.944210526,11.83210526,-101.8421053,18.11263158,8.18,7.714736842,94.84210526,25.80315789
431,12/06/2017 18:11,31,5,A,169.2,27.69,46.36,18.67,0.40271786,0.811342213,0,1.291461051,1037.849366,423.666693,1.044,9.269,-93.5,18.204,8.187,7.799,95.6,24.7
432,13/06/2017 07:20,31,5,R,216.7,35.62,76.82,41.2,0.536318667,0.783705707,0,1.775317123,932.1923584,483.3103138,0.731052632,4.436315789,-104.8421053,18.04736842,8.152105263,7.706842105,93.42105263,24.11421053
433,13/06/2017 07:35,31,5,R,200.7,32.95,64.33,31.38,0.487797295,0.79707289,0,1.642863224,1075.709069,523.3382734,1.084736842,6.729473684,-104.8947368,18.14263158,8.16,7.795789474,94,22.62894737
434,13/06/2017 07:50,31,5,A,185.8,30.47,59.13,28.66,0.48469474,0.741798848,0,1.545809702,1145.814509,502.9148737,1.712105263,16.31052632,-104.7368421,18.17263158,8.16,7.865789474,94,20.75315789
435,13/06/2017 08:05,31,5,A,178.8,29.3,55.34,26.04,0.470545717,0.734763886,0,1.486892913,1274.038692,519.6373584,1.447368421,9.005263158,-107.3157895,18.28157895,8.161578947,7.883157895,94,20.39315789
436,13/06/2017 08:20,31,5,A,171.1,28.02,51.96,23.94,0.46073903,0.717620992,0,1.359962358,1286.512291,530.1344207,1.41,9.25,-107.4,18.309,8.161,7.856,94,20.531
437,13/06/2017 08:35,31,5,A,166.3,27.22,49.49,22.27,0.449989897,0.713784914,0,1.396532022,1351.56464,536.9011856,1.41,9.25,-107.4,18.309,8.161,7.856,94,20.531
438,13/06/2017 08:51,31,5,A,170,27.83,51.18,23.35,0.456232903,0.719794643,0,1.408847642,1419.840823,556.4670113,1.807,14.017,-101.4,18.444,8.156,7.964,94.4,19.088
439,13/06/2017 09:06,31,6,A,168.8,27.63,50.38,22.75,0.451568083,0.722004084,0,1.356824853,1479.37593,592.8414966,1.902631579,15.93210526,-101.1578947,18.48210526,8.147368421,7.866315789,93.15789474,18.72421053
440,13/06/2017 09:22,31,6,A,167.6,27.44,50.23,22.79,0.453712921,0.713649502,0,1.368733676,1499.999752,580.0810133,2.049473684,21.60842105,-102.2105263,18.75631579,8.139473684,7.814736842,92.15789474,16.96789474
441,13/06/2017 09:37,31,7,A,163.7,26.79,48.9,22.11,0.452147239,0.699157205,0,1.328464095,1499.999928,576.0177834,1.929473684,18.20473684,-104.4210526,19.08315789,8.137894737,7.887894737,92.73684211,15.64736842
442,13/06/2017 09:53,31,9,A,162.4,26.56,48.53,21.97,0.452709664,0.692293593,0,1.279206839,1499.999992,597.0261283,2.252666667,28.00466667,-107.7333333,19.28533333,8.124,7.797333333,91.86666667,15.15133333
443,26/06/2017 15:52,32,1,A,268.1,44.18,83.75,39.57,0.472477612,1.103383498,0,2.058614203,886.3455863,509.8250745,1.101578947,20.71052632,-96,19.80157895,8.169473684,7.39,97.47368421,31.95631579
444,26/06/2017 16:07,32,3,A,202,33.17,55.84,22.67,0.405981375,0.964098414,0,1.534860918,1082.671815,485.5118345,0.926842105,9.819473684,-105.1578947,20.27526316,8.188421053,7.641578947,100.8947368,30.69210526
445,26/06/2017 16:22,32,3,A,188,30.83,52.33,21.5,0.410854195,0.885457675,0,1.339661072,1045.790432,455.0305913,0.782105263,2.924736842,-105.5789474,20.49263158,8.194210526,7.771578947,102.0526316,28.89368421
446,26/06/2017 16:37,32,3,A,176.9,28.99,48.37,19.38,0.400661567,0.853792897,0,1.305001898,1114.477431,454.8003447,1.0075,4.516666667,-107.1666667,20.5525,8.195,7.7975,102.0833333,28.265
447,26/06/2017 16:52,32,3,A,173.9,28.48,47.45,18.97,0.399789252,0.840602889,0,1.307139506,1167.272973,443.4849371,1.31,12.166,-104.6,20.397,8.187,7.626,99.8,28.441
448,26/06/2017 17:07,32,3,A,169.6,27.77,46.13,18.36,0.398005636,0.823319999,0,1.246003111,1151.759516,441.2902353,1.229473684,7.572631579,-104.3157895,20.56736842,8.203684211,7.868947368,102.6842105,27.62052632
449,26/06/2017 17:23,32,4,A,167.8,27.47,45.59,18.12,0.397455582,0.815552767,0,1.241006151,1151.930737,448.9843304,1.388421053,11.76578947,-106.7894737,20.43736842,8.192631579,7.718421053,100.3684211,27.31
450,26/06/2017 17:38,32,4,A,175.2,28.7,47.84,19.14,0.400083612,0.846473062,0,1.321342419,1208.192832,470.3787738,1.589473684,16.67105263,-108.6315789,20.43421053,8.19,7.704210526,99.89473684,26.49894737
451,27/06/2017 09:58,32,5,R,254.1,41.86,75.43,33.57,0.445048389,1.109874818,0,1.86490884,527.5080523,436.1399054,1.630526316,14.39210526,-101.3157895,20.34263158,8.181052632,7.627368421,96.52631579,22.42842105
452,27/06/2017 10:06,32,5,R,243.3,40.05,79.04,38.99,0.493294534,0.958028048,0,1.632610392,433.2750789,377.7981618,1.922631579,20.80526316,-102.7368421,20.36578947,8.176315789,7.598421053,95.94736842,21.71789474
453,27/06/2017 10:14,32,5,R,244.4,40.23,81.16,40.93,0.504312469,0.941309266,0,1.638444987,445.2860361,387.5780936,2.085263158,24.24631579,-103.6315789,20.41263158,8.17,7.595789474,96,21.58789474
454,27/06/2017 10:22,32,5,R,242.8,39.96,81.46,41.5,0.509452492,0.925558334,0,1.665377618,618.2066128,470.5524647,1.878947368,20.19526316,-105.2105263,20.47631579,8.17,7.628421053,96.26315789,21.65421053
455,27/06/2017 10:37,32,5,R,238.7,39.29,80.1,40.81,0.50948814,0.90997604,0,1.946581558,1281.73165,537.5311606,2.060526316,27.55526316,-105.8947368,20.59684211,8.154736842,7.58,95.21052632,20.49315789
456,27/06/2017 10:52,32,5,R,221.5,36.41,69.46,33.05,0.475813418,0.90295478,0,1.661774342,1055.177538,554.1859629,1.754736842,21.01210526,-106,20.75368421,8.136842105,7.478421053,93.57894737,18.94
457,27/06/2017 11:07,32,5,R,211.9,34.82,63.35,28.53,0.45035517,0.912337701,0,1.580159662,1145.483875,586.5774657,1.658421053,20.96105263,-105.5263158,20.85210526,8.120526316,7.395263158,92.10526316,18.20210526
458,27/06/2017 11:23,32,6,A,202.3,33.21,58.7,25.49,0.434241908,0.902441687,0,1.610861305,1211.439097,579.8608241,1.9,37.95,-107.5789474,21.08157895,8.100526316,7.251052632,90.26315789,16.85157895
459,27/06/2017 11:38,32,7,A,197.8,32.47,56.25,23.78,0.422755556,0.906306245,0,1.515187705,1262.298618,611.7052781,1.852631579,44.99368421,-118.4210526,21.21315789,8.079473684,7.098947368,88,15.86157895
460,27/06/2017 11:53,32,7,A,195.5,32.08,54.99,22.91,0.416621204,0.908604739,0,1.552607725,1321.684957,627.3896185,1.763157895,46.29421053,-118.7894737,21.28684211,8.065789474,7.022631579,86.89473684,15.39315789
461,27/06/2017 12:08,32,7,A,194,31.83,54.03,22.2,0.410882843,0.914114586,0,1.559380626,1323.913806,629.4304308,1.888421053,64.42052632,-121.5263158,21.34368421,8.052631579,6.900526316,85.31578947,14.89157895
462,10/07/2017 15:13,33,1,A,232.7,38.28,65.82,27.54,0.418413856,1.079562719,0,1.653975531,645.6727727,343.7417067,1.325263158,10.49421053,-107.6315789,20.36263158,8.09,7.267368421,97.73684211,32.28052632
463,10/07/2017 15:28,33,1,A,211.2,34.71,57,22.29,0.391052632,1.047373082,0,1.477094381,718.1380766,373.4025087,1.483157895,18.26684211,-109.6315789,20.41684211,8.092105263,7.269473684,97.47368421,31.67578947
464,10/07/2017 15:43,33,3,A,215.6,35.43,60.07,24.64,0.410188114,1.019225048,0,1.599629431,824.7524875,386.9806685,1.626842105,4.926842105,-103.7368421,20.61210526,8.098421053,7.438421053,99.26315789,30.40684211
465,10/07/2017 15:58,33,3,A,212,34.83,58.36,23.53,0.403187114,1.019362934,0,1.569735538,893.2537949,413.1576526,1.558421053,5.396842105,-104.6842105,20.81157895,8.092631579,7.416842105,98.73684211,29.15894737
466,10/07/2017 16:13,33,3,A,208.4,34.23,57.4,23.17,0.403658537,1.00063287,0,1.447922893,866.2616512,436.8538131,1.466315789,9.175263158,-108.4736842,20.85947368,8.08,7.296842105,96.52631579,28.29210526
467,10/07/2017 16:29,33,3,A,204.9,33.65,56.13,22.48,0.400498842,0.991438572,0,1.475671703,897.4971943,445.0616701,1.455263158,10.59315789,-103.1578947,20.89894737,8.074736842,7.225263158,95.42105263,27.64421053
468,10/07/2017 16:44,33,4,A,201,33,54.91,21.91,0.399016573,0.975899315,0,1.471749337,959.6552003,456.6914027,1.652631579,9.469473684,-103.1052632,20.91684211,8.08,7.283684211,96,27.45263158
469,10/07/2017 16:59,33,4,A,199.5,32.75,54.19,21.44,0.395644953,0.976759585,0,1.446980132,929.5911923,474.692831,1.639473684,12.72315789,-103.7894737,20.95,8.08,7.26,95.42105263,26.74157895
470,11/07/2017 07:25,33,5,A,266.2,43.86,89.26,45.4,0.508626484,1.017540407,0,1.931977135,1045.031726,521.1020567,1.365263158,6.3,-103.5263158,20.89947368,8.06,7.374736842,95.63157895,24.50894737
471,11/07/2017 07:41,33,5,R,237.7,39.11,70.4,31.29,0.444460227,1.038333627,0,1.83848087,1121.613098,597.3390193,1.426842105,10.96947368,-103.6842105,20.93789474,8.043684211,7.308421053,94,23.19789474
472,11/07/2017 07:56,33,5,R,225.5,37.08,66.57,29.49,0.442992339,0.987701054,0,1.673876809,1076.995724,593.4955712,1.521578947,14.61368421,-106,21.01526316,8.03,7.253684211,92.73684211,22.01842105
473,11/07/2017 08:11,33,5,R,214.8,35.3,60.87,25.57,0.420075571,0.991583488,0,1.622075864,1123.245491,617.2478112,1.331578947,8.494736842,-106.4736842,21.06631579,8.023684211,7.216842105,92.15789474,21.49
474,11/07/2017 08:26,33,5,A,214,35.16,58.68,23.52,0.400817996,1.035103224,0,1.674799649,1127.687423,660.3661896,1.252631579,8.38,-109,21.11315789,8.009473684,7.100526316,90.21052632,20.67947368
475,11/07/2017 08:47,33,6,A,250,41.16,75.87,34.71,0.45749308,1.061629172,0,1.895343961,1213.754867,689.9176604,1.514736842,28.25842105,-108.5789474,21.35157895,7.981578947,6.92,87.26315789,18.90421053
476,11/07/2017 08:55,33,6,R,211.8,34.8,57.81,23.01,0.398028023,1.031686154,0,1.405647276,484.594043,458.1499946,1.299473684,21.09473684,-107.5263158,21.44157895,7.967368421,6.808421053,85.57894737,17.74157895
477,11/07/2017 09:10,33,7,A,248.6,40.94,75.5,34.56,0.457748344,1.055365914,0,1.88674033,1470.17645,748.82946,1.241052632,22.74578947,-110.3157895,21.68526316,7.95,6.702631579,84,16.96578947
478,25/07/2017 15:30,34,1,A,285.7,47.12,78.14,31.02,0.39697978,1.400615417,0,2.148451891,751.0940428,580.1409104,2.744210526,21.46578947,-87.36842105,19.99894737,8.239473684,7.537368421,99.78947368,31.68736842
479,25/07/2017 15:50,34,3,A,273.6,45.1,75.15,30.05,0.399866933,1.330892745,0,2.00930161,949.567917,660.7779736,2.632631579,12.53157895,-104.1052632,20.31315789,8.241578947,7.773684211,102.8421053,30.21789474
480,25/07/2017 16:09,34,3,A,269.6,44.43,75.41,30.98,0.410820846,1.276162116,0,2.13342223,1159.757148,700.6276447,2.45,9.410526316,-108.9473684,20.49368421,8.215263158,7.657368421,100.6842105,28.88526316
481,25/07/2017 16:28,34,3,A,262.2,43.2,74.13,30.93,0.417239984,1.221742929,0,2.135541372,1287.553709,722.7508731,2.326,18.974,-99.3,20.467,8.194,7.501,98.3,28.149
482,25/07/2017 16:49,34,3,A,260.1,42.85,75.21,32.36,0.430261933,1.175167871,0,2.124601776,1384.501509,731.3604907,2.050526316,19.77052632,-99.52631579,20.42421053,8.172105263,7.334736842,95.31578947,27.22842105
483,25/07/2017 16:55,34,4,R,238.4,39.23,66.96,27.73,0.414127838,1.117804596,0,1.624118432,1373.331172,999.9993949,2.082105263,17.99578947,-101.0526316,20.42947368,8.175789474,7.386315789,96.15789474,27.33947368
484,25/07/2017 17:11,34,4,A,256.4,42.24,75.89,33.65,0.443404928,1.124101173,0,2.092220091,1471.966311,719.9446206,2.184736842,20.96526316,-111.7894737,20.43631579,8.175789474,7.396315789,95.94736842,27.00684211
485,25/07/2017 17:17,34,4,R,236,38.84,66.95,28.11,0.419865571,1.091568424,0,1.626424826,1432.938813,999.9996712,2.034736842,20.70578947,-107,20.44736842,8.168947368,7.382631579,95.94736842,26.60263158
486,25/07/2017 17:32,34,4,A,254.1,41.85,76.11,34.26,0.450137958,1.097063669,0,2.029144135,1457.305032,721.0341944,2.327058824,30.65411765,-105.2941176,20.41117647,8.162941176,7.344117647,95.05882353,26.59941176
487,07/08/2017 14:15,35,1,A,280.9,46.32,73.96,27.64,0.373715522,1.462545621,0,1.808490363,635.8543791,577.4125239,1.718947368,18.45578947,-101.4736842,19.34368421,8.077368421,7.677368421,100.2105263,32.37736842
488,07/08/2017 14:23,35,1,R,269.8,44.46,69.44,24.98,0.359735023,1.458373432,0,1.954729254,1499.987344,817.646714,1.786315789,26.62157895,-106.6842105,19.32684211,8.073684211,7.627894737,99.52631579,32.29
489,07/08/2017 14:38,35,3,A,276.2,45.54,72.33,26.79,0.370385732,1.450844224,0,1.903964652,818.4206017,668.0867947,2.121052632,12.81578947,-107.1052632,19.66736842,8.104210526,8.202631579,107.0526316,31.14105263
490,07/08/2017 14:53,35,3,A,276,45.5,72.8,27.3,0.375,1.431733333,0,1.893248382,836.5960031,701.4003826,2.074210526,7.002105263,-108.3684211,19.75894737,8.104210526,8.335263158,108.4736842,30.08842105
491,07/08/2017 15:00,35,3,R,267.9,44.15,70.01,25.86,0.369375803,1.410406408,0,1.868287661,1107.04853,889.2395678,2.286315789,7.72,-109.5789474,19.83842105,8.106842105,8.476315789,110,29.43736842
492,07/08/2017 15:15,35,3,A,271.6,44.77,73.27,28.5,0.388972294,1.358158429,0,2.031528579,1005.382613,749.0671312,2.204736842,13.22526316,-104.4210526,19.73578947,8.08,8.237894737,106,28.55842105
493,07/08/2017 15:21,35,3,R,263.3,43.38,69.84,26.46,0.378865979,1.351095184,0,1.81471283,1163.653987,999.9996716,2.276842105,14.38,-104.8947368,19.70421053,8.078421053,8.177368421,105.1052632,28.52368421
494,07/08/2017 15:36,35,4,A,268.1,44.19,74.09,29.9,0.403563234,1.292094909,0,2.054546473,1166.958083,788.0780346,2.252631579,15.27105263,-101.1578947,19.71736842,8.070526316,8.131578947,104.2105263,27.88684211
495,07/08/2017 15:43,35,4,R,253.1,41.68,67.76,26.08,0.384887839,1.277837202,0,1.746576707,746.1105748,696.6361334,2.402631579,15.08631579,-102,19.72210526,8.073157895,8.191052632,105,27.83947368
496,07/08/2017 15:58,35,4,A,264,43.5,74.57,31.07,0.416655491,1.231953042,0,2.153178174,1300.786592,792.2699723,2.517894737,21.06368421,-103.7894737,19.68315789,8.061052632,8.131578947,103.7894737,27.11684211
497,07/08/2017 16:04,35,4,R,243.7,40.11,66.44,26.33,0.396297411,1.194300005,0,1.70340768,990.6698201,797.2853865,2.568947368,23.54578947,-105.5263158,19.68684211,8.061052632,8.153684211,104,26.91526316
498,08/08/2017 06:12,35,5,A,265.8,43.8,95.75,51.95,0.542558747,0.952597305,0,2.278146157,1294.254697,759.8634772,1.747368421,8.253157895,-103.0526316,19.64578947,8.045263158,8.181052632,104,25.47105263
499,08/08/2017 06:27,35,5,A,242.6,39.94,80.57,40.63,0.504281991,0.934580272,0,2.068531087,1390.525784,828.4075515,1.845263158,12.54421053,-105.2105263,19.72368421,8.02,8.043684211,101.5789474,24.19473684
500,08/08/2017 06:45,35,5,A,237.5,39.08,78.15,39.07,0.49993602,0.92240603,0,2.026034122,1499.999927,858.8221314,1.697368421,19.08631579,-106.0526316,19.81421053,7.987368421,7.785789474,97.63157895,22.41789474
501,08/08/2017 07:03,35,5,A,238.4,39.23,77.68,38.45,0.494979403,0.935218713,0,1.949436036,1499.999987,909.3704581,1.127368421,9.608947368,-108,19.86368421,7.977894737,7.670526316,95.89473684,21.61947368
502,08/08/2017 07:22,35,6,A,238.6,39.26,77.35,38.09,0.492436975,0.940766075,0,1.908524341,1499.999985,941.3176829,1.054210526,11.40578947,-109.8947368,19.96421053,7.964736842,7.519473684,93.63157895,20.72894737
503,08/08/2017 07:42,35,6,A,239.1,39.35,77.59,38.24,0.492847016,0.942138198,0,1.884875391,1499.999987,961.5420513,1.033157895,13.53157895,-105,20.34368421,7.954210526,7.434210526,92.26315789,18.72842105
504,08/08/2017 08:02,35,7,A,239.2,39.37,78.21,38.84,0.496611686,0.93547134,0,1.853470221,1499.999989,984.6960817,1.032631579,13.78789474,-109.1578947,20.98052632,7.95,7.363684211,91.57894737,17.14842105
505,21/08/2017 14:03,36,1,R,307.6,50.77,56.72,5.95,0.104901269,5.710950911,0,5.303228611,930.0795318,960.7494303,1.534736842,11.54421053,-105.1578947,19.01631579,8.049473684,7.720526316,99.78947368,32.46
506,21/08/2017 14:18,36,1,R,256.5,42.24,56.28,14.04,0.249466951,1.997988103,0,1.646876944,1010.78822,923.1910934,1.834210526,29.40157895,-104.3157895,19.09421053,8.041052632,7.685263158,99.52631579,32.20105263
507,21/08/2017 14:33,36,3,R,242.8,39.96,54.95,14.99,0.272793449,1.728516584,0,1.615319634,1228.783338,942.6209328,1.514210526,7.073684211,-108.7894737,19.31631579,8.054736842,7.979473684,102.9473684,30.87842105
508,21/08/2017 14:48,36,3,A,238.6,39.27,54.43,15.16,0.278522873,1.663726912,0,1.622728914,1390.486549,999.9999936,1.847368421,5.529473684,-110.5789474,19.41789474,8.076315789,8.377894737,107.2631579,29.40315789
509,21/08/2017 15:04,36,3,A,235.4,38.73,53.82,15.09,0.280379041,1.629986314,0,1.876414192,1499.999955,999.9999806,2.043,9.533,-106.7,19.295,8.067,8.188,104.4,29.118
510,21/08/2017 15:19,36,3,A,230.6,37.93,52.99,15.06,0.284204567,1.574830429,0,1.655271757,1384.730672,994.0970583,1.861,10.263,-95.7,19.319,8.06,8.14,103.6,28.863
511,21/08/2017 15:34,36,3,A,221.9,36.49,53.11,16.62,0.312935417,1.375945248,0,1.417863671,1352.271198,831.1728344,1.797368421,8.37,-96.63157895,19.31421053,8.060526316,8.155789474,103.7368421,28.38894737
512,21/08/2017 15:49,36,3,A,220.1,36.18,52.42,16.24,0.309805418,1.378039167,0,1.442062986,1380.734439,840.7568502,1.845789474,12.68736842,-97.73684211,19.25052632,8.05,8.038947368,102,28.13894737
513,21/08/2017 16:04,36,4,A,222.3,36.55,51.77,15.22,0.29399266,1.467009415,0,1.5755011,1422.648633,925.1852051,1.978421053,11.19157895,-100.8947368,19.28157895,8.06,8.189473684,103.7368421,27.80157895
514,21/08/2017 16:19,36,4,A,216.8,35.64,51.86,16.22,0.312765137,1.344625568,0,1.479635297,1461.980857,873.7496913,2.208421053,13.46105263,-101.3157895,19.32473684,8.062631579,8.291578947,104.6842105,26.97368421
515,21/08/2017 16:34,36,4,A,215.4,35.39,52.11,16.72,0.32085972,1.301509583,0,1.468294832,1499.999992,880.9690056,2.3025,15.304375,-105.75,19.361875,8.060625,8.421875,105.6875,25.76125
516,21/08/2017 16:49,36,5,A,214.1,35.19,51.9,16.71,0.321965318,1.289710341,0,1.482702819,1499.999988,896.8953072,2.215,12.33,-106.8,19.349,8.061,8.425,105.8,25.842
517,22/08/2017 08:04,36,5,A,233,38.33,73.46,35.13,0.478219439,0.945787567,0,1.890225076,1148.74962,639.6485063,1.768421053,20.40157895,-102.5789474,19.42789474,7.936315789,7.951578947,98.15789474,22.82368421
518,22/08/2017 08:13,36,5,R,219.2,36.03,64.99,28.96,0.445607016,0.954100776,0,1.395780709,764.3149728,651.7636949,1.672105263,19.91947368,-103.5789474,19.43315789,7.933157895,7.938947368,98,22.72315789
519,22/08/2017 08:28,36,5,A,221.7,36.46,69.2,32.74,0.473121387,0.909339572,0,1.720397827,1243.247351,702.4935512,1.463157895,19.64157895,-104.4210526,19.51894737,7.910526316,7.847368421,96.52631579,21.99842105
520,22/08/2017 08:38,36,5,R,210.4,34.56,64.6,30.04,0.46501548,0.876977257,0,1.276132092,775.5281325,641.6625109,1.357368421,19.13315789,-102.8947368,19.58736842,7.895789474,7.739473684,95,21.24473684
521,22/08/2017 08:53,36,5,A,214.9,35.32,67.91,32.59,0.479899867,0.868464503,0,1.687175817,1362.055971,728.3596434,1.157894737,13.53263158,-106.4210526,19.77842105,7.886842105,7.626842105,93.26315789,19.96631579
522,22/08/2017 09:04,36,5,R,201.8,33.13,61.84,28.71,0.464262613,0.84205359,0,1.456784567,1375.19153,776.2318622,1.163684211,14.63578947,-107.5789474,19.85,7.88,7.558947368,92.05263158,19.51421053
523,22/08/2017 09:13,36,6,R,210.3,34.55,66.4,31.85,0.479668675,0.849940848,0,1.309872694,851.4066464,671.6030658,1.244210526,22.25736842,-108.7368421,19.89526316,7.874736842,7.484736842,91.21052632,19.15421053
524,22/08/2017 09:23,36,6,R,212.6,34.94,68.14,33.2,0.487232169,0.846192075,0,1.346380605,887.4425608,688.1010719,1.265263158,32.99473684,-110.6315789,20.17421053,7.863684211,7.350526316,89.26315789,17.86473684
525,22/08/2017 09:34,36,6,R,212.5,34.91,68.51,33.6,0.490439352,0.839936678,0,1.530165513,1499.998326,814.2867768,1.198421053,30.65,-112.6315789,20.29842105,7.856315789,7.290526316,88.21052632,17.14684211
526,22/08/2017 09:43,36,7,R,209.4,34.39,67.76,33.37,0.492473436,0.824007897,0,1.345826821,912.2147884,676.6471596,1.236842105,34.13947368,-113.5789474,20.36052632,7.85,7.251052632,88,16.72947368
527,22/08/2017 09:53,36,8,R,212.5,34.91,68.82,33.91,0.49273467,0.83602398,0,1.339105255,867.8296013,683.9733255,1.273684211,37.49210526,-113.5789474,20.44421053,7.845263158,7.194736842,87.05263158,16.28210526
528,22/08/2017 10:02,36,9,R,211.6,34.77,68.83,34.06,0.494842365,0.829124644,0,1.371222244,857.7856143,650.8567157,1.261578947,37.43473684,-123.6842105,20.59526316,7.843157895,7.17,86.89473684,16.04947368
529,13/11/2017 15:01,NA,NA,A,10.94,1.323,1.613,0.29,0.179789213,0.086831683,0,0.053181432,879.9078948,37.23967663,NA,NA,NA,NA,NA,NA,NA,NA
530,13/11/2017 15:12,NA,NA,R,6.885,0.647,1.044,0.397,0.380268199,0.020076883,0,0.026857815,744.1291521,8.613032169,NA,NA,NA,NA,NA,NA,NA,NA
531,13/11/2017 15:27,NA,NA,A,7.416,0.736,1.241,0.505,0.406929895,0.021342251,0,0.029848981,962.6424917,11.14192472,NA,NA,NA,NA,NA,NA,NA,NA
532,13/11/2017 15:40,NA,NA,A,6.9,0.65,1.118,0.468,0.418604651,0.018322778,0,0.02833806,1101.739041,9.189384877,NA,NA,NA,NA,NA,NA,NA,NA
533,13/11/2017 15:55,NA,NA,A,6.968,0.661,1.197,0.536,0.447786132,0.017418583,0,0.030077984,1499.999257,8.96483059,NA,NA,NA,NA,NA,NA,NA,NA
534,13/11/2017 16:09,NA,NA,A,6.771,0.629,1.084,0.455,0.419741697,0.01768278,0,0.027743747,1007.888663,8.477008284,NA,NA,NA,NA,NA,NA,NA,NA
535,13/11/2017 16:24,NA,NA,A,7.256,0.709,1.256,0.547,0.435509554,0.019210141,0,0.029222364,878.3726896,9.003682198,NA,NA,NA,NA,NA,NA,NA,NA
536,13/11/2017 16:39,NA,NA,A,7.152,0.692,1.242,0.55,0.442834138,0.018439409,0,0.030483101,1237.343166,9.614200179,NA,NA,NA,NA,NA,NA,NA,NA
537,28/11/2017 10:10,41,5,A,6.947,0.658,1.168,0.51,0.436643836,0.017781998,0,0.023857398,651.8018827,7.672924752,0.586842105,12.99578947,-107.1052632,8.848421053,7.823684211,9.421578947,96,24.77157895
538,28/11/2017 10:25,41,5,A,5.942,0.49,0.828,0.338,0.40821256,0.014164189,0,0.023424756,938.7034829,6.778971667,0.597368421,12.08210526,-103.4736842,8.762105263,7.884736842,9.521052632,95.63157895,22.92052632
539,28/11/2017 10:40,41,5,A,5.992,0.499,0.849,0.35,0.412249706,0.014283091,0,0.021026318,867.1299871,7.352877764,0.598947368,11.03157895,-104.2105263,8.9,7.902105263,9.566842105,95.42105263,21.62947368
540,28/11/2017 10:54,41,5,A,5.941,0.49,0.838,0.348,0.415274463,0.013923322,0,0.020075429,890.7291895,7.914228247,0.636842105,12.04684211,-107.2631579,9.019473684,7.911578947,9.556842105,95,20.96315789
541,28/11/2017 11:08,41,6,A,6.205,0.534,0.938,0.404,0.430703625,0.014630014,0,0.025284853,1159.955987,8.66797942,0.756842105,17.19210526,-112.2105263,9.363157895,7.913157895,9.551052632,94.94736842,19.07631579
542,28/11/2017 11:23,41,7,A,6.211,0.535,0.945,0.41,0.433862434,0.014550695,0,0.023284948,1027.548095,8.279977253,0.749473684,12.35631579,-101.6315789,9.73,7.914736842,9.538421053,94.15789474,16.83578947
543,28/11/2017 11:37,41,9,A,6.02,0.503,0.871,0.368,0.42250287,0.014048189,0,0.023483373,1181.63863,8.086311921,0.698333333,10.16666667,-103.4166667,9.831666667,7.899166667,9.463333333,93,16.1375
544,11/12/2017 12:59,42,5,A,7.897,0.816,1.089,0.273,0.250688705,0.038409389,0,0.05348928,1255.666833,16.30642638,0.898947368,33.83736842,-114.7894737,5.962631579,7.894210526,10.79473684,103,19.91526316
545,11/12/2017 13:13,42,5,A,6.297,0.549,0.907,0.358,0.394707828,0.016412646,0,0.027215473,1099.341299,7.299701364,1.004736842,38.94631579,-117.1052632,6.023684211,7.909473684,10.84736842,103,18.69894737
546,11/12/2017 13:27,42,5,A,6.406,0.568,0.97,0.402,0.41443299,0.016172458,0,0.022162405,792.9919668,7.347192455,0.975789474,38.79789474,-122.4210526,6.211052632,7.911052632,10.80526316,102.9473684,18.38105263
547,11/12/2017 13:42,42,5,A,6.343,0.557,0.961,0.404,0.420395421,0.015634328,0,0.02065755,761.7482186,7.558799047,0.943157895,32.63,-124.6315789,6.336842105,7.918421053,10.81578947,102.1052632,17.05684211
548,11/12/2017 13:56,42,5,A,6.237,0.539,0.919,0.38,0.413492927,0.015381642,0,0.023937331,883.6758479,7.620222002,0.864210526,26.11263158,-138.4210526,6.635263158,7.910526316,10.8,101.9473684,15.47894737
549,11/12/2017 14:11,42,6,A,6.115,0.519,0.898,0.379,0.422048998,0.014510637,0,0.020362172,817.4941825,7.38651014,1.027368421,39.24315789,-138.7368421,6.800526316,7.91,10.78947368,101.7368421,14.97210526
550,11/12/2017 14:25,42,6,A,5.993,0.499,0.84,0.341,0.405952381,0.014504657,0,0.023034863,864.3864299,7.163722564,1.183684211,50.92578947,-143.2631579,7.112631579,7.898947368,10.7,100.1578947,13.45684211
551,11/12/2017 14:39,42,7,A,6.201,0.533,0.93,0.397,0.42688172,0.014733355,0,0.019092298,809.6363764,7.713490564,1.201578947,55.47947368,-138.5789474,7.273157895,7.877894737,10.55789474,99.26315789,12.85842105
552,11/12/2017 14:53,42,7,A,6.092,0.515,0.889,0.374,0.420697413,0.014445061,0,0.024108129,935.5203753,7.235647141,1.216842105,57.48473684,-136.8421053,7.384736842,7.860526316,10.45263158,98.05263158,12.45578947
